Clade,Type,Host_Family,Host_Genus,Host_Sci_Name,Ocean,Region,host_tol,symb_ID,host_ID,T_MMM_05
C,C21,Faviidae,Echinopora,Echinopora lamellosa,Indian,Western_Australia,0.911,785,226,28.78
C,C3,Acroporidae,Acropora,Acropora latistella,Indian,Western_Australia,0.747,762,57,28.78
C,C3,Dendrophylliidae,Turbinaria,Turbinaria mesenterina,Indian,Western_Australia,0.791,762,725,28.78
C,C3ii,Acroporidae,Acropora,Acropora latistella,Indian,Western_Australia,0.747,923,57,28.78
C,C3jj,Dendrophylliidae,Turbinaria,Turbinaria mesenterina,Indian,Western_Australia,0.791,793,725,28.78
C,C40,Acroporidae,Acropora,Acropora latistella,Indian,Western_Australia,0.747,791,57,28.78
C,C40,Faviidae,Cyphastrea,Cyphastrea chalcidicum,Indian,Western_Australia,0.990,791,172,28.78
C,C40,Faviidae,Echinopora,Echinopora lamellosa,Indian,Western_Australia,0.911,791,226,28.78
C,C40,Oculinidae,Galaxea,Galaxea fascicularis,Indian,Western_Australia,0.746,791,299,28.78
C,C40,Merulinidae,Hydnophora,Hydnophora rigida,Indian,Western_Australia,0.744,791,347,28.78
C,C40,Mussidae,Lobophyllia,Lobophyllia hemprichii,Indian,Western_Australia,0.496,791,376,28.78
C,C7,Siderastreidae,Coscinaraea,Coscinaraea mcneilli,Indian,Western_Australia,0.710,741,163,28.78
C,C7,Mussidae,Symphyllia,Symphyllia wilsoni,Indian,Western_Australia,0.955,741,721,28.78
C,C7d,Siderastreidae,Coscinaraea,Coscinaraea mcneilli,Indian,Western_Australia,0.710,736,163,28.78
C,C7d,Dendrophylliidae,Turbinaria,Turbinaria reniformis,Indian,Western_Australia,0.705,736,729,28.78
D,D1,Acroporidae,Acropora,Acropora latistella,Indian,Western_Australia,0.747,786,57,28.78
D,D1,Faviidae,Favites,Favites abdita,Indian,Western_Australia,0.740,786,260,28.78
D,D1,Oculinidae,Galaxea,Galaxea fascicularis,Indian,Western_Australia,0.746,786,299,28.78
D,D1,Faviidae,Goniastrea,Goniastrea aspera,Indian,Western_Australia,0.689,786,309,28.78
D,D1,Faviidae,Goniastrea,Goniastrea australensis,Indian,Western_Australia,0.772,786,313,28.78
D,D1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Indian,Western_Australia,0.577,786,563,28.78
D,D1,Pocilloporidae,Seriatopora,Seriatopora hystrix,Indian,Western_Australia,0.385,786,680,28.78
D,D1a,Acroporidae,Acropora,Acropora latistella,Indian,Western_Australia,0.747,748,57,28.78
D,D1a,Faviidae,Favites,Favites abdita,Indian,Western_Australia,0.740,748,260,28.78
D,D1a,Oculinidae,Galaxea,Galaxea fascicularis,Indian,Western_Australia,0.746,748,299,28.78
D,D1a,Faviidae,Goniastrea,Goniastrea aspera,Indian,Western_Australia,0.689,748,309,28.78
D,D1a,Faviidae,Goniastrea,Goniastrea australensis,Indian,Western_Australia,0.772,748,313,28.78
D,D1a,Pocilloporidae,Pocillopora,Pocillopora damicornis,Indian,Western_Australia,0.577,748,563,28.78
D,D1a,Pocilloporidae,Seriatopora,Seriatopora hystrix,Indian,Western_Australia,0.385,748,680,28.78
C,C1,Acroporidae,Astreopora,Astreopora myriophthalma,Indian,Western_Indian,0.973,750,142,28.97
C,C1,Siderastreidae,Coscinaraea,Coscinaraea columna,Indian,Western_Indian,0.935,750,158,28.97
C,C1,Siderastreidae,Coscinaraea,Coscinaraea crassa,Indian,Western_Indian,0.636,750,160,28.97
C,C1,Siderastreidae,Coscinaraea,Coscinaraea monile,Indian,Western_Indian,0.629,750,164,28.97
C,C1,Siderastreidae,Coscinaraea,Coscinaraea sp.,Indian,Western_Indian,0.735,750,165,28.97
C,C1,Fungiidae,Cycloseris,Cycloseris sp.,Indian,Western_Indian,0.623,750,169,28.97
C,C1,Faviidae,Echinopora,Echinopora sp.,Indian,Western_Indian,0.862,750,233,28.97
C,C1,Faviidae,Goniastrea,Goniastrea peresi,Indian,Western_Indian,0.723,750,323,28.97
C,C1,Poritidae,Goniopora,Goniopora columna,Indian,Western_Indian,0.632,750,327,28.97
C,C1,Poritidae,Goniopora,Goniopora sp.,Indian,Western_Indian,0.721,750,334,28.97
C,C1,Faviidae,Leptastrea,Leptastrea purpurea,Indian,Western_Indian,0.843,750,355,28.97
C,C1,Faviidae,Oulophyllia,Oulophyllia crispa,Indian,Western_Indian,0.776,750,494,28.97
C,C1,Agariciidae,Pavona,Pavona varians,Indian,Western_Indian,0.762,750,525,28.97
C,C1,Faviidae,Plesiastrea,Plesiastrea versipora,Indian,Western_Indian,0.990,750,559,28.97
C,C1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Indian,Western_Indian,0.577,750,564,28.97
C,C1,Pocilloporidae,Pocillopora,Pocillopora eleganms,Indian,Western_Indian,0.690,750,574,28.97
C,C1,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Indian,Western_Indian,0.782,750,577,28.97
C,C1,Pocilloporidae,Pocillopora,Pocillopora sp.,Indian,Western_Indian,0.646,750,589,28.97
C,C1,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Indian,Western_Indian,0.742,750,593,28.97
C,C1,Poritidae,Porites,Porites sp.,Indian,Western_Indian,0.695,750,648,28.97
C,C1,Siderastreidae,Psammocora,Psammocora haimeana,Indian,Western_Indian,0.572,750,662,28.97
C,C1,Siderastreidae,Psammocora,Psammocora profundacella,Indian,Western_Indian,0.567,750,664,28.97
C,C1,Dendrophylliidae,Turbinaria,Turbinaria reniformis,Indian,Western_Indian,0.705,750,727,28.97
C,C105,Pocilloporidae,Stylophora,Stylophora pistillata,Indian,Western_Indian,0.436,824,707,28.97
C,C105a,Pocilloporidae,Stylophora,Stylophora pistillata,Indian,Western_Indian,0.436,825,707,28.97
C,C109a,Acroporidae,Acropora,Acropora appressa,Indian,Western_Indian,0.642,826,7,28.97
C,C109a,Acroporidae,Acropora,Acropora retusa,Indian,Western_Indian,0.672,826,88,28.97
C,C109a,Acroporidae,Acropora,Acropora samoensis,Indian,Western_Indian,0.885,826,92,28.97
C,C109a,Acroporidae,Acropora,Acropora secale,Indian,Western_Indian,0.690,826,96,28.97
C,C109a,Acroporidae,Acropora,Acropora sp.,Indian,Western_Indian,0.608,826,101,28.97
C,C109a,Acroporidae,Acropora,Acropora subulata,Indian,Western_Indian,0.704,826,109,28.97
C,C109b,Acroporidae,Acropora,Acropora gemmifera,Indian,Western_Indian,0.289,827,45,28.97
C,C109b,Acroporidae,Acropora,Acropora granulosa,Indian,Western_Indian,0.663,827,50,28.97
C,C109b,Acroporidae,Acropora,Acropora lutkeni,Indian,Western_Indian,0.863,827,63,28.97
C,C109b,Acroporidae,Acropora,Acropora retusa,Indian,Western_Indian,0.672,827,88,28.97
C,C109b,Acroporidae,Acropora,Acropora samoensis,Indian,Western_Indian,0.885,827,92,28.97
C,C109b,Acroporidae,Acropora,Acropora sp.,Indian,Western_Indian,0.608,827,101,28.97
C,C109c,Acroporidae,Acropora,Acropora retusa,Indian,Western_Indian,0.672,828,88,28.97
C,C109c,Acroporidae,Acropora,Acropora samoensis,Indian,Western_Indian,0.885,828,92,28.97
C,C109c,Acroporidae,Acropora,Acropora sp.,Indian,Western_Indian,0.608,828,101,28.97
C,C110,Acroporidae,Montipora,Montipora peltiformis,Indian,Western_Indian,0.547,831,460,28.97
C,C115,Acroporidae,Acropora,Acropora sp.,Indian,Western_Indian,0.608,832,101,28.97
C,C115,Acroporidae,Acropora,Acropora valida,Indian,Western_Indian,0.837,832,118,28.97
C,C115,Faviidae,Goniastrea,Goniastrea peresi,Indian,Western_Indian,0.723,832,323,28.97
C,C115,Faviidae,Goniastrea,Goniastrea sp.,Indian,Western_Indian,0.707,832,326,28.97
C,C115a,Acroporidae,Acropora,Acropora sp.,Indian,Western_Indian,0.608,833,101,28.97
C,C115a,Acroporidae,Acropora,Acropora valida,Indian,Western_Indian,0.837,833,118,28.97
C,C115a,Faviidae,Goniastrea,Goniastrea peresi,Indian,Western_Indian,0.723,833,323,28.97
C,C116,Faviidae,Favites,Favites halicora,Indian,Western_Indian,0.743,794,267,28.97
C,C15,Poritidae,Goniopora,Goniopora sp.,Indian,Western_Indian,0.721,776,334,28.97
C,C15,Poritidae,Porites,Porites cylindrica,Indian,Western_Indian,0.711,776,612,28.97
C,C15,Poritidae,Porites,Porites lobata,Indian,Western_Indian,0.642,776,624,28.97
C,C15,Poritidae,Porites,Porites lutea,Indian,Western_Indian,0.754,776,629,28.97
C,C15,Poritidae,Porites,Porites profundus,Indian,Western_Indian,0.744,776,642,28.97
C,C15,Poritidae,Porites,Porites rus,Indian,Western_Indian,0.927,776,644,28.97
C,C15,Poritidae,Porites,Porites sp.,Indian,Western_Indian,0.695,776,648,28.97
C,C15i,Poritidae,Porites,Porites lobata,Indian,Western_Indian,0.642,852,624,28.97
C,C15i,Poritidae,Porites,Porites lutea,Indian,Western_Indian,0.754,852,629,28.97
C,C15j,Poritidae,Porites,Porites cylindrica,Indian,Western_Indian,0.711,853,612,28.97
C,C15j,Poritidae,Porites,Porites profundus,Indian,Western_Indian,0.744,853,642,28.97
C,C15j,Poritidae,Porites,Porites sp.,Indian,Western_Indian,0.695,853,648,28.97
C,C17,Acroporidae,Montipora,Montipora sp.,Indian,Western_Indian,0.652,858,463,28.97
C,C17,Acroporidae,Montipora,Montipora undata,Indian,Western_Indian,0.566,858,469,28.97
C,C17a,Acroporidae,Montipora,Montipora sp.,Indian,Western_Indian,0.652,859,463,28.97
C,C17a,Acroporidae,Montipora,Montipora undata,Indian,Western_Indian,0.566,859,469,28.97
C,C19,Faviidae,Echinopora,Echinopora robusta,Indian,Western_Indian,0.861,861,232,28.97
C,C19,Pocilloporidae,Stylophora,Stylophora pistillata,Indian,Western_Indian,0.436,861,707,28.97
C,C1b,Acroporidae,Astreopora,Astreopora myriophthalma,Indian,Western_Indian,0.973,864,142,28.97
C,C1b,Siderastreidae,Coscinaraea,Coscinaraea columna,Indian,Western_Indian,0.935,864,158,28.97
C,C1b,Siderastreidae,Coscinaraea,Coscinaraea crassa,Indian,Western_Indian,0.636,864,160,28.97
C,C1b,Siderastreidae,Coscinaraea,Coscinaraea monile,Indian,Western_Indian,0.629,864,164,28.97
C,C1b,Siderastreidae,Coscinaraea,Coscinaraea sp.,Indian,Western_Indian,0.735,864,165,28.97
C,C1b,Poritidae,Goniopora,Goniopora columna,Indian,Western_Indian,0.632,864,327,28.97
C,C1b,Poritidae,Goniopora,Goniopora sp.,Indian,Western_Indian,0.721,864,334,28.97
C,C1b,Faviidae,Leptastrea,Leptastrea purpurea,Indian,Western_Indian,0.843,864,355,28.97
C,C1b,Faviidae,Oulophyllia,Oulophyllia crispa,Indian,Western_Indian,0.776,864,494,28.97
C,C1b,Agariciidae,Pavona,Pavona varians,Indian,Western_Indian,0.762,864,525,28.97
C,C1b,Faviidae,Plesiastrea,Plesiastrea versipora,Indian,Western_Indian,0.990,864,559,28.97
C,C1b,Siderastreidae,Psammocora,Psammocora haimeana,Indian,Western_Indian,0.572,864,662,28.97
C,C1b,Dendrophylliidae,Turbinaria,Turbinaria reniformis,Indian,Western_Indian,0.705,864,727,28.97
C,C1c,Pocilloporidae,Pocillopora,Pocillopora eleganms,Indian,Western_Indian,0.690,772,574,28.97
C,C1c,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Indian,Western_Indian,0.742,772,593,28.97
C,C1f,Siderastreidae,Coscinaraea,Coscinaraea columna,Indian,Western_Indian,0.935,866,158,28.97
C,C1f,Siderastreidae,Coscinaraea,Coscinaraea crassa,Indian,Western_Indian,0.636,866,160,28.97
C,C1f,Siderastreidae,Psammocora,Psammocora haimeana,Indian,Western_Indian,0.572,866,662,28.97
C,C1h,Pocilloporidae,Pocillopora,Pocillopora damicornis,Indian,Western_Indian,0.577,790,564,28.97
C,C1h,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Indian,Western_Indian,0.782,790,577,28.97
C,C1h,Pocilloporidae,Pocillopora,Pocillopora sp.,Indian,Western_Indian,0.646,790,589,28.97
C,C1h,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Indian,Western_Indian,0.742,790,593,28.97
C,C1s,Poritidae,Goniopora,Goniopora columna,Indian,Western_Indian,0.632,872,327,28.97
C,C1s,Poritidae,Goniopora,Goniopora sp.,Indian,Western_Indian,0.721,872,334,28.97
C,C1s,Faviidae,Leptastrea,Leptastrea purpurea,Indian,Western_Indian,0.843,872,355,28.97
C,C1s,Faviidae,Plesiastrea,Plesiastrea versipora,Indian,Western_Indian,0.990,872,559,28.97
C,C1y,Siderastreidae,Coscinaraea,Coscinaraea monile,Indian,Western_Indian,0.629,874,164,28.97
C,C1y,Siderastreidae,Coscinaraea,Coscinaraea sp.,Indian,Western_Indian,0.735,874,165,28.97
C,C1y,Faviidae,Oulophyllia,Oulophyllia crispa,Indian,Western_Indian,0.776,874,494,28.97
C,C1y,Faviidae,Plesiastrea,Plesiastrea versipora,Indian,Western_Indian,0.990,874,559,28.97
C,C3,Mussidae,Acanthastrea,Acanthastrea echinata,Indian,Western_Indian,0.579,762,1,28.97
C,C3,Mussidae,Acanthastrea,Acanthastrea hemprichii,Indian,Western_Indian,0.655,762,3,28.97
C,C3,Acroporidae,Acropora,Acropora appressa,Indian,Western_Indian,0.642,762,7,28.97
C,C3,Acroporidae,Acropora,Acropora glauca,Indian,Western_Indian,0.757,762,47,28.97
C,C3,Acroporidae,Acropora,Acropora latistella,Indian,Western_Indian,0.747,762,58,28.97
C,C3,Acroporidae,Acropora,Acropora loripes,Indian,Western_Indian,0.906,762,61,28.97
C,C3,Acroporidae,Acropora,Acropora lutkeni,Indian,Western_Indian,0.863,762,63,28.97
C,C3,Acroporidae,Acropora,Acropora retusa,Indian,Western_Indian,0.672,762,88,28.97
C,C3,Acroporidae,Acropora,Acropora samoensis,Indian,Western_Indian,0.885,762,92,28.97
C,C3,Acroporidae,Acropora,Acropora secale,Indian,Western_Indian,0.690,762,96,28.97
C,C3,Acroporidae,Acropora,Acropora solitaryensis,Indian,Western_Indian,0.701,762,100,28.97
C,C3,Acroporidae,Acropora,Acropora sp.,Indian,Western_Indian,0.608,762,101,28.97
C,C3,Acroporidae,Acropora,Acropora tenuis,Indian,Western_Indian,0.622,762,113,28.97
C,C3,Acroporidae,Acropora,Acropora valida,Indian,Western_Indian,0.837,762,118,28.97
C,C3,Siderastreidae,Coscinaraea,Coscinaraea columna,Indian,Western_Indian,0.935,762,158,28.97
C,C3,Faviidae,Diploastrea,Diploastrea heliopora,Indian,Western_Indian,0.801,762,191,28.97
C,C3,Pectiniidae,Echinophyllia,Echinophyllia aspera,Indian,Western_Indian,0.894,762,212,28.97
C,C3,Pectiniidae,Echinophyllia,Echinophyllia echinata,Indian,Western_Indian,0.903,762,213,28.97
C,C3,Faviidae,Echinopora,Echinopora gemmacea,Indian,Western_Indian,0.684,762,219,28.97
C,C3,Faviidae,Echinopora,Echinopora hirsutissima,Indian,Western_Indian,0.763,762,221,28.97
C,C3,Faviidae,Echinopora,Echinopora lamellosa,Indian,Western_Indian,0.911,762,229,28.97
C,C3,Faviidae,Echinopora,Echinopora robusta,Indian,Western_Indian,0.861,762,232,28.97
C,C3,Faviidae,Echinopora,Echinopora sp.,Indian,Western_Indian,0.862,762,233,28.97
C,C3,Faviidae,Favites,Favites abdita,Indian,Western_Indian,0.740,762,263,28.97
C,C3,Faviidae,Favites,Favites chinensis,Indian,Western_Indian,0.506,762,264,28.97
C,C3,Faviidae,Favites,Favites halicora,Indian,Western_Indian,0.743,762,267,28.97
C,C3,Faviidae,Favia,Favites helianthoides,Indian,Western_Indian,0.839,762,270,28.97
C,C3,Faviidae,Favites,Favites sp.,Indian,Western_Indian,0.716,762,272,28.97
C,C3,Faviidae,Favites,Favites stylifera,Indian,Western_Indian,0.851,762,273,28.97
C,C3,Faviidae,Favites,Favites vasta,Indian,Western_Indian,0.615,762,274,28.97
C,C3,Fungiidae,Fungia,Fungia fungites,Indian,Western_Indian,0.848,762,281,28.97
C,C3,Fungiidae,Fungia,Fungia granulosa,Indian,Western_Indian,0.781,762,284,28.97
C,C3,Fungiidae,Fungia,Fungia sp.,Indian,Western_Indian,0.883,762,294,28.97
C,C3,Oculinidae,Galaxea,Galaxea astreata,Indian,Western_Indian,0.524,762,298,28.97
C,C3,Oculinidae,Galaxea,Galaxea fascicularis,Indian,Western_Indian,0.746,762,303,28.97
C,C3,Oculinidae,Galaxea,Galaxea sp.,Indian,Western_Indian,0.679,762,305,28.97
C,C3,Agariciidae,Gardineroseris,Gardineroseris planulata,Indian,Western_Indian,0.767,762,307,28.97
C,C3,Faviidae,Goniastrea,Goniastrea aspera,Indian,Western_Indian,0.689,762,311,28.97
C,C3,Faviidae,Goniastrea,Goniastrea columella,Indian,Western_Indian,0.715,762,315,28.97
C,C3,Faviidae,Goniastrea,Goniastrea favulus,Indian,Western_Indian,0.851,762,320,28.97
C,C3,Poritidae,Goniopora,Goniopora sp.,Indian,Western_Indian,0.721,762,334,28.97
C,C3,Fungiidae,Heliofungia,Heliofungia sp.,Indian,Western_Indian,0.990,762,337,28.97
C,C3,Merulinidae,Hydnophora,Hydnophora exesa,Indian,Western_Indian,0.699,762,341,28.97
C,C3,Agariciidae,Leptoseris,Leptoseris mycetoseroides,Indian,Western_Indian,0.461,762,367,28.97
C,C3,Mussidae,Lobophyllia,Lobophyllia hemprichii,Indian,Western_Indian,0.496,762,374,28.97
C,C3,Mussidae,Lobophyllia,Lobophyllia sp.,Indian,Western_Indian,0.601,762,379,28.97
C,C3,Merulinidae,Merulina,Merulina ampliata,Indian,Western_Indian,0.414,762,405,28.97
C,C3,Faviidae,Montastraea,Montastraea magonistercasa,Indian,Western_Indian,0.786,762,431,28.97
C,C3,Pectiniidae,Mycedium,Mycedium elephantotus,Indian,Western_Indian,0.862,762,480,28.97
C,C3,Pectiniidae,Mycedium,Mycedium sp.,Indian,Western_Indian,0.894,762,483,28.97
C,C3,Faviidae,Oulophyllia,Oulophyllia crispa,Indian,Western_Indian,0.776,762,494,28.97
C,C3,Pectiniidae,Oxypora,Oxypora lacera,Indian,Western_Indian,0.931,762,499,28.97
C,C3,Pectiniidae,Oxypora,Oxypora sp.,Indian,Western_Indian,0.953,762,501,28.97
C,C3,Agariciidae,Pachyseris,Pachyseris rugosa,Indian,Western_Indian,0.783,762,504,28.97
C,C3,Agariciidae,Pachyseris,Pachyseris sp.,Indian,Western_Indian,0.668,762,506,28.97
C,C3,Agariciidae,Pachyseris,Pachyseris speciosa,Indian,Western_Indian,0.607,762,511,28.97
C,C3,Agariciidae,Pavona,Pavona explanulata,Indian,Western_Indian,0.966,762,520,28.97
C,C3,Agariciidae,Pavona,Pavona maldivensis,Indian,Western_Indian,0.961,762,522,28.97
C,C3,Agariciidae,Pavona,Pavona varians,Indian,Western_Indian,0.762,762,525,28.97
C,C3,Pectiniidae,Pectinia,Pectinia africanus,Indian,Western_Indian,0.569,762,532,28.97
C,C3,Caryophylliidae,Physogyra,Physogyra lichtensteini,Indian,Western_Indian,0.285,762,537,28.97
C,C3,Faviidae,Platygyra,Platygyra contorta,Indian,Western_Indian,0.488,762,538,28.97
C,C3,Faviidae,Platygyra,Platygyra daedalea,Indian,Western_Indian,0.546,762,540,28.97
C,C3,Faviidae,Platygyra,Platygyra deformis,Indian,Western_Indian,0.581,762,542,28.97
C,C3,Fungiidae,Herpolitha,Platygyra limax,Indian,Western_Indian,0.620,762,546,28.97
C,C3,Faviidae,Platygyra,Platygyra sinensis,Indian,Western_Indian,0.600,762,551,28.97
C,C3,Faviidae,Platygyra,Platygyra sp.,Indian,Western_Indian,0.644,762,552,28.97
C,C3,Caryophylliidae,Plerogyra,Plerogyra sinuosa,Indian,Western_Indian,0.285,762,557,28.97
C,C3,Fungiidae,Podabacia,Podabacia crustacea,Indian,Western_Indian,0.946,762,596,28.97
C,C3,Mussidae,Scolymia,Scolymia sp.,Indian,Western_Indian,0.313,762,678,28.97
C,C3,Astrocoeniidae,Stylocoeniella,Stylocoeniella amrata,Indian,Western_Indian,0.285,762,703,28.97
C,C3,Mussidae,Symphyllia,Symphyllia recta,Indian,Western_Indian,0.884,762,716,28.97
C,C3,Mussidae,Symphyllia,Symphyllia sp.,Indian,Western_Indian,0.949,762,720,28.97
C,C31,Acroporidae,Montipora,Montipora monasteriata,Indian,Western_Indian,0.686,760,457,28.97
C,C31,Acroporidae,Montipora,Montipora tuberculosa,Indian,Western_Indian,0.706,760,467,28.97
C,C31d,Acroporidae,Montipora,Montipora tuberculosa,Indian,Western_Indian,0.706,902,467,28.97
C,C36,Agariciidae,Coeloseris,Coeloseris sp.,Indian,Western_Indian,0.641,910,150,28.97
C,C36,Faviidae,Goniastrea,Goniastrea sp.,Indian,Western_Indian,0.707,910,326,28.97
C,C3aa,Pectiniidae,Echinophyllia,Echinophyllia echinata,Indian,Western_Indian,0.903,915,213,28.97
C,C3aa,Faviidae,Platygyra,Platygyra sinensis,Indian,Western_Indian,0.600,915,551,28.97
C,C3u,Mussidae,Acanthastrea,Acanthastrea echinata,Indian,Western_Indian,0.579,752,1,28.97
C,C3u,Mussidae,Acanthastrea,Acanthastrea hemprichii,Indian,Western_Indian,0.655,752,3,28.97
C,C3u,Acroporidae,Acropora,Acropora secale,Indian,Western_Indian,0.690,752,96,28.97
C,C3u,Acroporidae,Acropora,Acropora sp.,Indian,Western_Indian,0.608,752,101,28.97
C,C3u,Siderastreidae,Coscinaraea,Coscinaraea columna,Indian,Western_Indian,0.935,752,158,28.97
C,C3u,Faviidae,Diploastrea,Diploastrea heliopora,Indian,Western_Indian,0.801,752,191,28.97
C,C3u,Pectiniidae,Echinophyllia,Echinophyllia aspera,Indian,Western_Indian,0.894,752,212,28.97
C,C3u,Pectiniidae,Echinophyllia,Echinophyllia echinata,Indian,Western_Indian,0.903,752,213,28.97
C,C3u,Faviidae,Echinopora,Echinopora gemmacea,Indian,Western_Indian,0.684,752,219,28.97
C,C3u,Faviidae,Echinopora,Echinopora hirsutissima,Indian,Western_Indian,0.763,752,221,28.97
C,C3u,Faviidae,Echinopora,Echinopora lamellosa,Indian,Western_Indian,0.911,752,229,28.97
C,C3u,Faviidae,Echinopora,Echinopora robusta,Indian,Western_Indian,0.861,752,232,28.97
C,C3u,Faviidae,Echinopora,Echinopora sp.,Indian,Western_Indian,0.862,752,233,28.97
C,C3u,Faviidae,Favites,Favites chinensis,Indian,Western_Indian,0.506,752,264,28.97
C,C3u,Faviidae,Favites,Favites halicora,Indian,Western_Indian,0.743,752,267,28.97
C,C3u,Faviidae,Favia,Favites helianthoides,Indian,Western_Indian,0.839,752,270,28.97
C,C3u,Faviidae,Favites,Favites sp.,Indian,Western_Indian,0.716,752,272,28.97
C,C3u,Faviidae,Favites,Favites stylifera,Indian,Western_Indian,0.851,752,273,28.97
C,C3u,Faviidae,Favites,Favites vasta,Indian,Western_Indian,0.615,752,274,28.97
C,C3u,Fungiidae,Fungia,Fungia fungites,Indian,Western_Indian,0.848,752,281,28.97
C,C3u,Fungiidae,Fungia,Fungia granulosa,Indian,Western_Indian,0.781,752,284,28.97
C,C3u,Fungiidae,Fungia,Fungia sp.,Indian,Western_Indian,0.883,752,294,28.97
C,C3u,Oculinidae,Galaxea,Galaxea astreata,Indian,Western_Indian,0.524,752,298,28.97
C,C3u,Oculinidae,Galaxea,Galaxea fascicularis,Indian,Western_Indian,0.746,752,303,28.97
C,C3u,Oculinidae,Galaxea,Galaxea sp.,Indian,Western_Indian,0.679,752,305,28.97
C,C3u,Agariciidae,Gardineroseris,Gardineroseris planulata,Indian,Western_Indian,0.767,752,307,28.97
C,C3u,Faviidae,Goniastrea,Goniastrea aspera,Indian,Western_Indian,0.689,752,311,28.97
C,C3u,Faviidae,Goniastrea,Goniastrea columella,Indian,Western_Indian,0.715,752,315,28.97
C,C3u,Poritidae,Goniopora,Goniopora sp.,Indian,Western_Indian,0.721,752,334,28.97
C,C3u,Fungiidae,Heliofungia,Heliofungia sp.,Indian,Western_Indian,0.990,752,337,28.97
C,C3u,Merulinidae,Hydnophora,Hydnophora exesa,Indian,Western_Indian,0.699,752,341,28.97
C,C3u,Agariciidae,Leptoseris,Leptoseris mycetoseroides,Indian,Western_Indian,0.461,752,367,28.97
C,C3u,Mussidae,Lobophyllia,Lobophyllia hemprichii,Indian,Western_Indian,0.496,752,374,28.97
C,C3u,Mussidae,Lobophyllia,Lobophyllia sp.,Indian,Western_Indian,0.601,752,379,28.97
C,C3u,Pectiniidae,Mycedium,Mycedium elephantotus,Indian,Western_Indian,0.862,752,480,28.97
C,C3u,Pectiniidae,Mycedium,Mycedium sp.,Indian,Western_Indian,0.894,752,483,28.97
C,C3u,Faviidae,Oulophyllia,Oulophyllia crispa,Indian,Western_Indian,0.776,752,494,28.97
C,C3u,Pectiniidae,Oxypora,Oxypora lacera,Indian,Western_Indian,0.931,752,499,28.97
C,C3u,Pectiniidae,Oxypora,Oxypora sp.,Indian,Western_Indian,0.953,752,501,28.97
C,C3u,Agariciidae,Pachyseris,Pachyseris rugosa,Indian,Western_Indian,0.783,752,504,28.97
C,C3u,Agariciidae,Pachyseris,Pachyseris sp.,Indian,Western_Indian,0.668,752,506,28.97
C,C3u,Agariciidae,Pachyseris,Pachyseris speciosa,Indian,Western_Indian,0.607,752,511,28.97
C,C3u,Agariciidae,Pavona,Pavona explanulata,Indian,Western_Indian,0.966,752,520,28.97
C,C3u,Agariciidae,Pavona,Pavona maldivensis,Indian,Western_Indian,0.961,752,522,28.97
C,C3u,Agariciidae,Pavona,Pavona varians,Indian,Western_Indian,0.762,752,525,28.97
C,C3u,Pectiniidae,Pectinia,Pectinia africanus,Indian,Western_Indian,0.569,752,532,28.97
C,C3u,Caryophylliidae,Physogyra,Physogyra lichtensteini,Indian,Western_Indian,0.285,752,537,28.97
C,C3u,Faviidae,Platygyra,Platygyra contorta,Indian,Western_Indian,0.488,752,538,28.97
C,C3u,Fungiidae,Herpolitha,Platygyra limax,Indian,Western_Indian,0.620,752,546,28.97
C,C3u,Faviidae,Platygyra,Platygyra sinensis,Indian,Western_Indian,0.600,752,551,28.97
C,C3u,Faviidae,Platygyra,Platygyra sp.,Indian,Western_Indian,0.644,752,552,28.97
C,C3u,Caryophylliidae,Plerogyra,Plerogyra sinuosa,Indian,Western_Indian,0.285,752,557,28.97
C,C3u,Fungiidae,Podabacia,Podabacia crustacea,Indian,Western_Indian,0.946,752,596,28.97
C,C3u,Mussidae,Scolymia,Scolymia sp.,Indian,Western_Indian,0.313,752,678,28.97
C,C3u,Mussidae,Symphyllia,Symphyllia recta,Indian,Western_Indian,0.884,752,716,28.97
C,C3u,Mussidae,Symphyllia,Symphyllia sp.,Indian,Western_Indian,0.949,752,720,28.97
C,C3y,Astrocoeniidae,Stylocoeniella,Stylocoeniella amrata,Indian,Western_Indian,0.285,930,703,28.97
C,C3z,Acroporidae,Acropora,Acropora glauca,Indian,Western_Indian,0.757,737,47,28.97
C,C3z,Acroporidae,Acropora,Acropora latistella,Indian,Western_Indian,0.747,737,58,28.97
C,C3z,Acroporidae,Acropora,Acropora loripes,Indian,Western_Indian,0.906,737,61,28.97
C,C3z,Acroporidae,Acropora,Acropora lutkeni,Indian,Western_Indian,0.863,737,63,28.97
C,C3z,Acroporidae,Acropora,Acropora samoensis,Indian,Western_Indian,0.885,737,92,28.97
C,C3z,Acroporidae,Acropora,Acropora solitaryensis,Indian,Western_Indian,0.701,737,100,28.97
C,C3z,Acroporidae,Acropora,Acropora sp.,Indian,Western_Indian,0.608,737,101,28.97
C,C3z,Acroporidae,Acropora,Acropora valida,Indian,Western_Indian,0.837,737,118,28.97
C,C3z,Faviidae,Goniastrea,Goniastrea favulus,Indian,Western_Indian,0.851,737,320,28.97
