Clade,Type,Host_Family,Host_Genus,Host_Sci_Name,Ocean,Region,host_tol,symb_ID,host_ID,T_MMM_05
B,B1,Faviidae,Diploria,Diploria clivosa,Caribbean,Western_Caribbean,0.825,754,197,29.72
B,B1,Faviidae,Diploria,Diploria clivosa,Caribbean,Western_Caribbean,0.825,754,197,29.72
B,B1,Faviidae,Diploria,Diploria clivosa,Caribbean,Western_Caribbean,0.825,754,197,29.72
B,B1,Faviidae,Diploria,Diploria labyrinthiformis,Caribbean,Western_Caribbean,0.877,754,201,29.72
B,B1,Faviidae,Diploria,Diploria labyrinthiformis,Caribbean,Western_Caribbean,0.877,754,201,29.72
B,B1,Faviidae,Diploria,Diploria strigosa,Caribbean,Western_Caribbean,0.824,754,209,29.72
B,B1,Faviidae,Diploria,Diploria strigosa,Caribbean,Western_Caribbean,0.824,754,209,29.72
B,B1,Meandrinidae,Eusmilia,Eusmilia fastigiata,Caribbean,Western_Caribbean,0.859,754,241,29.72
B,B1,Meandrinidae,Eusmilia,Eusmilia fastigiata,Caribbean,Western_Caribbean,0.859,754,241,29.72
B,B1,Faviidae,Favia,Favia fragum,Caribbean,Western_Caribbean,0.658,754,247,29.72
B,B1,Faviidae,Favia,Favia fragum,Caribbean,Western_Caribbean,0.658,754,247,29.72
B,B1,Mussidae,Isophyllastrea,Isophyllastrea rigida,Caribbean,Western_Caribbean,0.973,754,348,29.72
B,B1,Mussidae,Isophyllia,Isophyllia sinuosa,Caribbean,Western_Caribbean,0.973,754,350,29.72
B,B1,Faviidae,Manicina,Manicina areolata,Caribbean,Western_Caribbean,0.973,754,397,29.72
B,B1,Meandrinidae,Meandrina,Meandrina meandrites,Caribbean,Western_Caribbean,0.836,754,401,29.72
B,B1,Meandrinidae,Meandrina,Meandrina meandrites,Caribbean,Western_Caribbean,0.836,754,401,29.72
B,B1,Faviidae,Montastraea,Montastraea faveolata,Caribbean,Western_Caribbean,0.780,754,420,29.72
B,B1,Faviidae,Montastraea,Montastraea franksi,Caribbean,Western_Caribbean,0.826,754,426,29.72
B,B1,Poritidae,Porites,Porites astreoides,Caribbean,Western_Caribbean,0.840,754,603,29.72
B,B1,Poritidae,Porites,Porites astreoides,Caribbean,Western_Caribbean,0.840,754,603,29.72
B,B1,Poritidae,Porites,Porites furcata,Caribbean,Western_Caribbean,0.698,754,620,29.72
B,B17,Faviidae,Montastraea,Montastraea faveolata,Caribbean,Western_Caribbean,0.780,747,420,29.72
B,B1e,Meandrinidae,Eusmilia,Eusmilia fastigiata,Caribbean,Western_Caribbean,0.859,805,241,29.72
B,B20,Meandrinidae,Dichocoenia,Dichocoenia stokesi,Caribbean,Western_Caribbean,0.898,807,189,29.72
B,B24,Faviidae,Diploria,Diploria strigosa,Caribbean,Western_Caribbean,0.824,808,209,29.72
B,B38,Faviidae,Diploria,Diploria strigosa,Caribbean,Western_Caribbean,0.824,810,209,29.72
B,B5,Siderastreidae,Siderastrea,Siderastrea radians,Caribbean,Western_Caribbean,0.769,763,688,29.72
B,B5a,Siderastreidae,Siderastrea,Siderastrea radians,Caribbean,Western_Caribbean,0.769,811,688,29.72
B,B6,Faviidae,Colpophyllia,Colpophyllia natans,Caribbean,Western_Caribbean,0.820,812,156,29.72
B,B6,Faviidae,Colpophyllia,Colpophyllia natans,Caribbean,Western_Caribbean,0.820,812,156,29.72
B,B7,Pocilloporidae,Madracis,Madracis decactis,Caribbean,Western_Caribbean,0.973,813,383,29.72
B,B7,Pocilloporidae,Madracis,Madracis formosa,Caribbean,Western_Caribbean,0.973,813,386,29.72
B,B7,Pocilloporidae,Madracis,Madracis mirabilis,Caribbean,Western_Caribbean,0.940,813,388,29.72
B,B7,Pocilloporidae,Madracis,Madracis pharensis,Caribbean,Western_Caribbean,0.973,813,390,29.72
C,C1,Agariciidae,Agaricia,Agaricia humilis,Caribbean,Western_Caribbean,0.890,750,130,29.72
C,C1,Faviidae,Colpophyllia,Colpophyllia natans,Caribbean,Western_Caribbean,0.820,750,156,29.72
C,C1,Faviidae,Diploria,Diploria strigosa,Caribbean,Western_Caribbean,0.824,750,209,29.72
C,C1,Meandrinidae,Eusmilia,Eusmilia fastigiata,Caribbean,Western_Caribbean,0.859,750,241,29.72
C,C1,Faviidae,Favia,Favia fragum,Caribbean,Western_Caribbean,0.658,750,247,29.72
C,C1,Faviidae,Manicina,Manicina areolata,Caribbean,Western_Caribbean,0.973,750,397,29.72
C,C1,Poritidae,Porites,Porites astreoides,Caribbean,Western_Caribbean,0.840,750,603,29.72
C,C1,Poritidae,Porites,Porites colonensis,Caribbean,Western_Caribbean,0.973,750,609,29.72
C,C1,Siderastreidae,Siderastrea,Siderastrea siderea,Caribbean,Western_Caribbean,0.810,750,692,29.72
C,C11,Mussidae,Mussa,Mussa angulosa,Caribbean,Western_Caribbean,0.890,830,474,29.72
C,C11,Mussidae,Mussa,Mussa sp.,Caribbean,Western_Caribbean,0.890,830,476,29.72
C,C11,Mussidae,Mycetophyllia,Mycetophyllia ferox,Caribbean,Western_Caribbean,0.890,830,486,29.72
C,C11,Mussidae,Mycetophyllia,Mycetophyllia lamarckiana,Caribbean,Western_Caribbean,0.890,830,488,29.72
C,C11,Mussidae,Mycetophyllia,Mycetophyllia sp.,Caribbean,Western_Caribbean,0.907,830,491,29.72
C,C11,Mussidae,Scolymia,Scolymia sp.,Caribbean,Western_Caribbean,0.313,830,676,29.72
C,C16,Astrocoeniidae,Stephanocoenia,Stephanocoenia intersepta,Caribbean,Western_Caribbean,0.812,856,700,29.72
C,C16,Astrocoeniidae,Stephanocoenia,Stephanocoenia sp.,Caribbean,Western_Caribbean,0.769,856,702,29.72
C,C1a,Poritidae,Porites,Porites astreoides,Caribbean,Western_Caribbean,0.840,862,603,29.72
C,C1a,Poritidae,Porites,Porites colonensis,Caribbean,Western_Caribbean,0.973,862,609,29.72
C,C1i,Poritidae,Porites,Porites astreoides,Caribbean,Western_Caribbean,0.840,868,603,29.72
C,C1j,Poritidae,Porites,Porites astreoides,Caribbean,Western_Caribbean,0.840,870,603,29.72
C,C3,Agariciidae,Agaricia,Agaricia agaricites,Caribbean,Western_Caribbean,0.665,762,124,29.72
C,C3,Agariciidae,Agaricia,Agaricia agaricites,Caribbean,Western_Caribbean,0.665,762,124,29.72
C,C3,Agariciidae,Agaricia,Agaricia fragilis,Caribbean,Western_Caribbean,0.927,762,127,29.72
C,C3,Agariciidae,Agaricia,Agaricia fragilis,Caribbean,Western_Caribbean,0.927,762,127,29.72
C,C3,Agariciidae,Agaricia,Agaricia humilis,Caribbean,Western_Caribbean,0.890,762,130,29.72
C,C3,Agariciidae,Agaricia,Agaricia humilis,Caribbean,Western_Caribbean,0.890,762,130,29.72
C,C3,Agariciidae,Agaricia,Agaricia tenuifolia,Caribbean,Western_Caribbean,0.679,762,135,29.72
C,C3,Agariciidae,Agaricia,Agaricia tenuifolia,Caribbean,Western_Caribbean,0.679,762,135,29.72
C,C3,Agariciidae,Agaricia,Agaricia undata,Caribbean,Western_Caribbean,0.973,762,136,29.72
C,C3,Faviidae,Diploria,Diploria sp.,Caribbean,Western_Caribbean,0.827,762,203,29.72
C,C3,Faviidae,Diploria,Diploria strigosa,Caribbean,Western_Caribbean,0.824,762,209,29.72
C,C3,Mussidae,Isophyllastrea,Isophyllastrea rigida,Caribbean,Western_Caribbean,0.973,762,348,29.72
C,C3,Agariciidae,Leptoseris,Leptoseris cucullata,Caribbean,Western_Caribbean,0.890,762,363,29.72
C,C3,Meandrinidae,Meandrina,Meandrina meandrites,Caribbean,Western_Caribbean,0.836,762,401,29.72
C,C3,Faviidae,Montastraea,Montastraea cavernosa,Caribbean,Western_Caribbean,0.856,762,417,29.72
C,C3,Faviidae,Montastraea,Montastraea sp.,Caribbean,Western_Caribbean,0.791,762,433,29.72
C,C3,Mussidae,Mycetophyllia,Mycetophyllia reesi,Caribbean,Western_Caribbean,0.973,762,489,29.72
C,C3,Poritidae,Porites,Porites astreoides,Caribbean,Western_Caribbean,0.840,762,603,29.72
C,C3,Siderastreidae,Siderastrea,Siderastrea siderea,Caribbean,Western_Caribbean,0.810,762,692,29.72
C,C3,Astrocoeniidae,Stephanocoenia,Stephanocoenia intersepta,Caribbean,Western_Caribbean,0.812,762,700,29.72
C,C3a,Agariciidae,Agaricia,Agaricia agaricites,Caribbean,Western_Caribbean,0.665,914,124,29.72
C,C3a,Agariciidae,Agaricia,Agaricia agaricites,Caribbean,Western_Caribbean,0.665,914,124,29.72
C,C3a,Agariciidae,Agaricia,Agaricia fragilis,Caribbean,Western_Caribbean,0.927,914,127,29.72
C,C3a,Agariciidae,Agaricia,Agaricia humilis,Caribbean,Western_Caribbean,0.890,914,130,29.72
C,C3a,Agariciidae,Agaricia,Agaricia humilis,Caribbean,Western_Caribbean,0.890,914,130,29.72
C,C3a,Agariciidae,Agaricia,Agaricia tenuifolia,Caribbean,Western_Caribbean,0.679,914,135,29.72
C,C3a,Agariciidae,Agaricia,Agaricia tenuifolia,Caribbean,Western_Caribbean,0.679,914,135,29.72
C,C3c,Mussidae,Mycetophyllia,Mycetophyllia reesi,Caribbean,Western_Caribbean,0.973,917,489,29.72
C,C21,Faviidae,Montastraea,Montastraea cavernosa,Caribbean,Western_Caribbean,0.856,785,417,29.72
C,C3e,Faviidae,Montastraea,Montastraea cavernosa,Caribbean,Western_Caribbean,0.856,918,417,29.72
C,C3f,Faviidae,Montastraea,Montastraea sp.,Caribbean,Western_Caribbean,0.791,919,433,29.72
C,C3g,Faviidae,Montastraea,Montastraea cavernosa,Caribbean,Western_Caribbean,0.856,921,417,29.72
C,C3g,Faviidae,Montastraea,Montastraea sp.,Caribbean,Western_Caribbean,0.791,921,433,29.72
C,C3L,Faviidae,Diploria,Diploria sp.,Caribbean,Western_Caribbean,0.827,924,203,29.72
C,C3L,Faviidae,Diploria,Diploria strigosa,Caribbean,Western_Caribbean,0.824,924,209,29.72
C,C4,Poritidae,Porites,Porites divaricata,Caribbean,Western_Caribbean,0.973,753,616,29.72
C,C4,Poritidae,Porites,Porites furcata,Caribbean,Western_Caribbean,0.698,753,620,29.72
C,C4,Poritidae,Porites,Porites porites,Caribbean,Western_Caribbean,0.802,753,638,29.72
C,C46,Siderastreidae,Siderastrea,Siderastrea siderea,Caribbean,Western_Caribbean,0.810,939,692,29.72
C,C46,Siderastreidae,Siderastrea,Siderastrea sp.,Caribbean,Western_Caribbean,0.815,939,697,29.72
C,C46a,Siderastreidae,Siderastrea,Siderastrea siderea,Caribbean,Western_Caribbean,0.810,940,692,29.72
C,C46a,Siderastreidae,Siderastrea,Siderastrea sp.,Caribbean,Western_Caribbean,0.815,940,697,29.72
C,C47,Poritidae,Porites,Porites porites,Caribbean,Western_Caribbean,0.802,744,638,29.72
C,C48,Mussidae,Mycetophyllia,Mycetophyllia daniana,Caribbean,Western_Caribbean,0.890,941,485,29.72
C,C48,Mussidae,Mycetophyllia,Mycetophyllia sp.,Caribbean,Western_Caribbean,0.907,941,491,29.72
C,C49,Mussidae,Mycetophyllia,Mycetophyllia aliciae,Caribbean,Western_Caribbean,0.890,942,484,29.72
C,C49,Mussidae,Mycetophyllia,Mycetophyllia lamarckiana,Caribbean,Western_Caribbean,0.890,942,488,29.72
C,C49,Mussidae,Mycetophyllia,Mycetophyllia sp.,Caribbean,Western_Caribbean,0.907,942,491,29.72
C,C52,Agariciidae,Agaricia,Agaricia agaricites,Caribbean,Western_Caribbean,0.665,945,124,29.72
C,C52,Agariciidae,Agaricia,Agaricia sp.,Caribbean,Western_Caribbean,0.678,945,133,29.72
C,C53,Faviidae,Manicina,Manicina areolata,Caribbean,Western_Caribbean,0.973,946,397,29.72
C,C53,Faviidae,Manicina,Manicina sp.,Caribbean,Western_Caribbean,0.973,946,398,29.72
C,C54,Astrocoeniidae,Stephanocoenia,Stephanocoenia intersepta,Caribbean,Western_Caribbean,0.812,947,700,29.72
C,C6,Mussidae,Mycetophyllia,Mycetophyllia sp.,Caribbean,Western_Caribbean,0.907,954,491,29.72
C,C7,Faviidae,Montastraea,Montastraea faveolata,Caribbean,Western_Caribbean,0.780,741,420,29.72
C,C7,Faviidae,Montastraea,Montastraea franksi,Caribbean,Western_Caribbean,0.826,741,426,29.72
C,C7,Mussidae,Mycetophyllia,Mycetophyllia sp.,Caribbean,Western_Caribbean,0.907,741,491,29.72
C,C9,Poritidae,Porites,Porites divaricata,Caribbean,Western_Caribbean,0.973,969,616,29.72
D,D1,Acroporidae,Acropora,Acropora cervicornis,Caribbean,Western_Caribbean,0.681,786,19,29.72
D,D1,Agariciidae,Agaricia,Agaricia humilis,Caribbean,Western_Caribbean,0.890,786,130,29.72
D,D1,Faviidae,Montastraea,Montastraea annularis,Caribbean,Western_Caribbean,0.811,786,412,29.72
D,D1,Faviidae,Montastraea,Montastraea faveolata,Caribbean,Western_Caribbean,0.780,786,420,29.72
D,D1,Faviidae,Montastraea,Montastraea franksi,Caribbean,Western_Caribbean,0.826,786,426,29.72
D,D1,Siderastreidae,Siderastrea,Siderastrea siderea,Caribbean,Western_Caribbean,0.810,786,692,29.72
D,D1a,Acroporidae,Acropora,Acropora cervicornis,Caribbean,Western_Caribbean,0.681,748,19,29.72
D,D1a,Agariciidae,Agaricia,Agaricia humilis,Caribbean,Western_Caribbean,0.890,748,130,29.72
D,D1a,Faviidae,Montastraea,Montastraea annularis,Caribbean,Western_Caribbean,0.811,748,412,29.72
D,D1a,Faviidae,Montastraea,Montastraea faveolata,Caribbean,Western_Caribbean,0.780,748,420,29.72
D,D1a,Siderastreidae,Siderastrea,Siderastrea siderea,Caribbean,Western_Caribbean,0.810,748,692,29.72
C,C1,Acroporidae,Astreopora,Astreopora myriophthalma,Indian,Phuket,0.973,750,141,30.38
C,C1,Caryophylliidae,Euphyllia,Euphyllia glabrescens,Indian,Phuket,0.973,750,237,30.38
C,C1,Oculinidae,Galaxea,Galaxea astreata,Indian,Phuket,0.524,750,296,30.38
C,C1,Poritidae,Goniopora,Goniopora sp.,Indian,Phuket,0.721,750,333,30.38
C,C1,Agariciidae,Leptoseris,Leptoseris mycetoseroides,Indian,Phuket,0.461,750,366,30.38
C,C1,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Indian,Phuket,0.782,750,576,30.38
C,C1,Pocilloporidae,Pocillopora,Pocillopora meandrina,Indian,Phuket,0.672,750,584,30.38
C,C1,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Indian,Phuket,0.742,750,592,30.38
C,C1,Siderastreidae,Psammocora,Psammocora contigua,Indian,Phuket,0.716,750,658,30.38
C,C1,Siderastreidae,Psammocora,Psammocora profundacella,Indian,Phuket,0.567,750,663,30.38
C,C101,Acroporidae,Acropora,Acropora austera,Indian,Phuket,0.767,745,10,30.38
C,C101,Acroporidae,Acropora,Acropora cerealis,Indian,Phuket,0.514,745,13,30.38
C,C101,Acroporidae,Acropora,Acropora divaricata,Indian,Phuket,0.739,745,33,30.38
C,C101,Acroporidae,Acropora,Acropora florida,Indian,Phuket,0.543,745,39,30.38
C,C101,Acroporidae,Acropora,Acropora formosa,Indian,Phuket,0.507,745,42,30.38
C,C101,Acroporidae,Acropora,Acropora grandis,Indian,Phuket,0.758,745,48,30.38
C,C101,Acroporidae,Acropora,Acropora humilis,Indian,Phuket,0.489,745,53,30.38
C,C101,Acroporidae,Acropora,Acropora hyacinthus,Indian,Phuket,0.643,745,54,30.38
C,C101,Acroporidae,Acropora,Acropora microphthalma,Indian,Phuket,0.927,745,65,30.38
C,C101,Acroporidae,Acropora,Acropora millepora,Indian,Phuket,0.658,745,67,30.38
C,C101,Acroporidae,Acropora,Acropora monticulosa,Indian,Phuket,0.548,745,69,30.38
C,C101,Acroporidae,Acropora,Acropora nasuta,Indian,Phuket,0.411,745,73,30.38
C,C101,Acroporidae,Acropora,Acropora nobilis,Indian,Phuket,0.658,745,76,30.38
C,C101,Acroporidae,Acropora,Acropora palifera,Indian,Phuket,0.478,745,78,30.38
C,C101,Acroporidae,Acropora,Acropora samoensis,Indian,Phuket,0.885,745,91,30.38
C,C101,Acroporidae,Acropora,Acropora secale,Indian,Phuket,0.690,745,95,30.38
C,C101,Acroporidae,Acropora,Acropora subulata,Indian,Phuket,0.704,745,108,30.38
C,C101,Acroporidae,Acropora,Acropora tenuis,Indian,Phuket,0.622,745,112,30.38
C,C101,Acroporidae,Acropora,Acropora valida,Indian,Phuket,0.837,745,117,30.38
C,C101,Faviidae,Favia,Favia sp.,Indian,Phuket,0.678,745,254,30.38
C,C101,Faviidae,Favia,Favia stelligera,Indian,Phuket,0.796,745,257,30.38
C,C101,Faviidae,Favites,Favites abdita,Indian,Phuket,0.740,745,261,30.38
C,C101,Faviidae,Favites,Favites halicora,Indian,Phuket,0.743,745,266,30.38
C,C101,Faviidae,Goniastrea,Goniastrea retiformis,Indian,Phuket,0.432,745,324,30.38
C,C101,Faviidae,Leptoria,Leptoria phrygia,Indian,Phuket,0.540,745,360,30.38
C,C101,Faviidae,Montastraea,Montastraea curta,Indian,Phuket,0.851,745,418,30.38
C,C101,Faviidae,Platygyra,Platygyra lamellina,Indian,Phuket,0.604,745,543,30.38
C,C101,Faviidae,Platygyra,Platygyra sinensis,Indian,Phuket,0.600,745,550,30.38
C,C101a,Acroporidae,Acropora,Acropora hyacinthus,Indian,Phuket,0.643,731,54,30.38
C,C101a,Faviidae,Platygyra,Platygyra lamellina,Indian,Phuket,0.604,731,543,30.38
C,C110,Acroporidae,Montipora,Montipora caliculata,Indian,Phuket,0.602,831,439,30.38
C,C114,Poritidae,Porites,Porites stephensoni,Indian,Phuket,0.990,751,654,30.38
C,C119,Faviidae,Goniastrea,Goniastrea aspera,Indian,Phuket,0.689,777,310,30.38
C,C15,Fungiidae,Fungia,Fungia fungites,Indian,Phuket,0.848,776,280,30.38
C,C15,Merulinidae,Hydnophora,Hydnophora exesa,Indian,Phuket,0.699,776,339,30.38
C,C15,Acroporidae,Montipora,Montipora aequituberculata,Indian,Phuket,0.844,776,436,30.38
C,C15,Acroporidae,Montipora,Montipora angulata,Indian,Phuket,0.664,776,438,30.38
C,C15,Acroporidae,Montipora,Montipora caliculata,Indian,Phuket,0.602,776,439,30.38
C,C15,Acroporidae,Montipora,Montipora digitata,Indian,Phuket,0.815,776,443,30.38
C,C15,Acroporidae,Montipora,Montipora efflorescens,Indian,Phuket,0.731,776,446,30.38
C,C15,Acroporidae,Montipora,Montipora hispida,Indian,Phuket,0.384,776,452,30.38
C,C15,Acroporidae,Montipora,Montipora mollis,Indian,Phuket,0.475,776,454,30.38
C,C15,Acroporidae,Montipora,Montipora sp.,Indian,Phuket,0.652,776,461,30.38
C,C15,Acroporidae,Montipora,Montipora tuberculosa,Indian,Phuket,0.706,776,466,30.38
C,C15,Poritidae,Porites,Porites cylindrica,Indian,Phuket,0.711,776,611,30.38
C,C15,Poritidae,Porites,Porites lobata,Indian,Phuket,0.642,776,623,30.38
C,C15,Poritidae,Porites,Porites lutea,Indian,Phuket,0.754,776,628,30.38
C,C15,Poritidae,Porites,Porites nigrescens,Indian,Phuket,0.587,776,635,30.38
C,C15,Poritidae,Porites,Porites rus,Indian,Phuket,0.927,776,643,30.38
C,C15,Poritidae,Porites,Porites sp.,Indian,Phuket,0.695,776,650,30.38
C,C15,Poritidae,Porites,Porites stephensoni,Indian,Phuket,0.990,776,654,30.38
C,C15k,Acroporidae,Montipora,Montipora angulata,Indian,Phuket,0.664,854,438,30.38
C,C15L,Poritidae,Porites,Porites nigrescens,Indian,Phuket,0.587,855,635,30.38
C,C1b,Acroporidae,Astreopora,Astreopora myriophthalma,Indian,Phuket,0.973,864,141,30.38
C,C1b,Caryophylliidae,Euphyllia,Euphyllia glabrescens,Indian,Phuket,0.973,864,237,30.38
C,C1b,Oculinidae,Galaxea,Galaxea astreata,Indian,Phuket,0.524,864,296,30.38
C,C1b,Agariciidae,Leptoseris,Leptoseris mycetoseroides,Indian,Phuket,0.461,864,366,30.38
C,C1b,Siderastreidae,Psammocora,Psammocora contigua,Indian,Phuket,0.716,864,658,30.38
C,C1b,Siderastreidae,Psammocora,Psammocora profundacella,Indian,Phuket,0.567,864,663,30.38
C,C1c,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Indian,Phuket,0.742,772,592,30.38
C,C1c,Siderastreidae,Psammocora,Psammocora contigua,Indian,Phuket,0.716,772,658,30.38
C,C1d,Pocilloporidae,Pocillopora,Pocillopora meandrina,Indian,Phuket,0.672,865,584,30.38
C,C1d,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Indian,Phuket,0.742,865,592,30.38
C,C1t,Pocilloporidae,Pocillopora,Pocillopora meandrina,Indian,Phuket,0.672,873,584,30.38
C,C1t,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Indian,Phuket,0.742,873,592,30.38
C,C26,Acroporidae,Montipora,Montipora sp.,Indian,Phuket,0.652,792,461,30.38
C,C3,Acroporidae,Acropora,Acropora aspera,Indian,Phuket,0.593,762,8,30.38
C,C3,Acroporidae,Acropora,Acropora austera,Indian,Phuket,0.767,762,10,30.38
C,C3,Acroporidae,Acropora,Acropora clathrata,Indian,Phuket,0.670,762,20,30.38
C,C3,Acroporidae,Acropora,Acropora cytherea,Indian,Phuket,0.575,762,25,30.38
C,C3,Acroporidae,Acropora,Acropora danae,Indian,Phuket,0.642,762,27,30.38
C,C3,Acroporidae,Acropora,Acropora digitifera,Indian,Phuket,0.682,762,30,30.38
C,C3,Acroporidae,Acropora,Acropora elseyi,Indian,Phuket,0.746,762,36,30.38
C,C3,Acroporidae,Acropora,Acropora florida,Indian,Phuket,0.543,762,39,30.38
C,C3,Acroporidae,Acropora,Acropora formosa,Indian,Phuket,0.507,762,42,30.38
C,C3,Acroporidae,Acropora,Acropora gemmifera,Indian,Phuket,0.289,762,46,30.38
C,C3,Acroporidae,Acropora,Acropora horrida,Indian,Phuket,0.806,762,51,30.38
C,C3,Acroporidae,Acropora,Acropora humilis,Indian,Phuket,0.489,762,53,30.38
C,C3,Acroporidae,Acropora,Acropora hyacinthus,Indian,Phuket,0.643,762,54,30.38
C,C3,Acroporidae,Acropora,Acropora nasuta,Indian,Phuket,0.411,762,73,30.38
C,C3,Acroporidae,Acropora,Acropora nobilis,Indian,Phuket,0.658,762,76,30.38
C,C3,Acroporidae,Acropora,Acropora robusta,Indian,Phuket,0.640,762,89,30.38
C,C3,Acroporidae,Acropora,Acropora rudis,Indian,Phuket,0.562,762,90,30.38
C,C3,Acroporidae,Acropora,Acropora samoensis,Indian,Phuket,0.885,762,91,30.38
C,C3,Acroporidae,Acropora,Acropora secale,Indian,Phuket,0.690,762,95,30.38
C,C3,Acroporidae,Acropora,Acropora solitaryensis,Indian,Phuket,0.701,762,99,30.38
C,C3,Acroporidae,Acropora,Acropora sp.,Indian,Phuket,0.608,762,103,30.38
C,C3,Acroporidae,Acropora,Acropora spicifera,Indian,Phuket,0.705,762,106,30.38
C,C3,Acroporidae,Acropora,Acropora subulata,Indian,Phuket,0.704,762,108,30.38
C,C3,Acroporidae,Acropora,Acropora tenuis,Indian,Phuket,0.622,762,112,30.38
C,C3,Acroporidae,Acropora,Acropora valida,Indian,Phuket,0.837,762,117,30.38
C,C3,Mussidae,Australomussa ,Australomussa rowleyensis,Indian,Phuket,0.931,762,145,30.38
C,C3,Agariciidae,Coeloseris,Coeloseris mayeri,Indian,Phuket,0.640,762,149,30.38
C,C3,Faviidae,Cyphastrea,Cyphastrea serailia,Indian,Phuket,0.136,762,178,30.38
C,C3,Faviidae,Cyphastrea,Cyphastrea sp.,Indian,Phuket,0.783,762,181,30.38
C,C3,Faviidae,Diploastrea,Diploastrea heliopora,Indian,Phuket,0.801,762,190,30.38
C,C3,Pectiniidae,Echinophyllia,Echinophyllia aspera,Indian,Phuket,0.894,762,211,30.38
C,C3,Faviidae,Echinopora,Echinopora gemmacea,Indian,Phuket,0.684,762,218,30.38
C,C3,Faviidae,Echinopora,Echinopora horrida,Indian,Phuket,0.992,762,223,30.38
C,C3,Faviidae,Echinopora,Echinopora lamellosa,Indian,Phuket,0.911,762,228,30.38
C,C3,Faviidae,Echinopora,Echinopora sp.,Indian,Phuket,0.862,762,234,30.38
C,C3,Euphyllidae,Euphyllia,Euphyllia ancora,Indian,Phuket,0.973,762,235,30.38
C,C3,Faviidae,Favia,Favia favus,Indian,Phuket,0.584,762,243,30.38
C,C3,Faviidae,Favia,Favia lizardensis,Indian,Phuket,0.652,762,249,30.38
C,C3,Faviidae,Favia,Favia pallida,Indian,Phuket,0.602,762,252,30.38
C,C3,Faviidae,Favia,Favia sp.,Indian,Phuket,0.678,762,254,30.38
C,C3,Faviidae,Favia,Favia speciosa,Indian,Phuket,0.722,762,256,30.38
C,C3,Faviidae,Favia,Favia stelligera,Indian,Phuket,0.796,762,257,30.38
C,C3,Faviidae,Favites,Favites abdita,Indian,Phuket,0.740,762,261,30.38
C,C3,Faviidae,Favites,Favites halicora,Indian,Phuket,0.743,762,266,30.38
C,C3,Faviidae,Favites,Favites pentagona,Indian,Phuket,0.729,762,271,30.38
C,C3,Fungiidae,Fungia,Fungia danai,Indian,Phuket,0.882,762,276,30.38
C,C3,Fungiidae,Fungia,Fungia echinata,Indian,Phuket,0.923,762,277,30.38
C,C3,Fungiidae,Fungia,Fungia fungites,Indian,Phuket,0.848,762,280,30.38
C,C3,Fungiidae,Fungia,Fungia granulosa,Indian,Phuket,0.781,762,283,30.38
C,C3,Fungiidae,Fungia,Fungia paumotensis,Indian,Phuket,0.804,762,286,30.38
C,C3,Fungiidae,Fungia,Fungia repanda,Indian,Phuket,0.914,762,288,30.38
C,C3,Oculinidae,Galaxea,Galaxea astreata,Indian,Phuket,0.524,762,296,30.38
C,C3,Oculinidae,Galaxea,Galaxea fascicularis,Indian,Phuket,0.746,762,302,30.38
C,C3,Agariciidae,Gardineroseris,Gardineroseris planulata,Indian,Phuket,0.767,762,306,30.38
C,C3,Faviidae,Goniastrea,Goniastrea edwardsi,Indian,Phuket,0.431,762,316,30.38
C,C3,Faviidae,Goniastrea,Goniastrea favulus,Indian,Phuket,0.851,762,319,30.38
C,C3,Faviidae,Goniastrea,Goniastrea pectinata,Indian,Phuket,0.531,762,322,30.38
C,C3,Faviidae,Goniastrea,Goniastrea retiformis,Indian,Phuket,0.432,762,324,30.38
C,C3,Poritidae,Goniopora,Goniopora sp.,Indian,Phuket,0.721,762,333,30.38
C,C3,Merulinidae,Hydnophora,Hydnophora exesa,Indian,Phuket,0.699,762,339,30.38
C,C3,Merulinidae,Hydnophora,Hydnophora microconos,Indian,Phuket,0.898,762,343,30.38
C,C3,Merulinidae,Hydnophora,Hydnophora rigida,Indian,Phuket,0.744,762,346,30.38
C,C3,Faviidae,Leptastrea,Leptastrea pruinosa,Indian,Phuket,0.929,762,354,30.38
C,C3,Faviidae,Leptoria,Leptoria phrygia,Indian,Phuket,0.540,762,360,30.38
C,C3,Agariciidae,Leptoseris,Leptoseris mycetoseroides,Indian,Phuket,0.461,762,366,30.38
C,C3,Fungiidae,Lithophyllon,Lithophyllon undulatum,Indian,Phuket,0.937,762,370,30.38
C,C3,Mussidae,Lobophyllia,Lobophyllia hemprichii,Indian,Phuket,0.496,762,373,30.38
C,C3,Merulinidae,Merulina,Merulina ampliata,Indian,Phuket,0.414,762,404,30.38
C,C3,Merulinidae,Merulina,Merulina scabricula,Indian,Phuket,0.909,762,407,30.38
C,C3,Faviidae,Montastraea,Montastraea curta,Indian,Phuket,0.851,762,418,30.38
C,C3,Faviidae,Montastraea,Montastraea valenciennesi,Indian,Phuket,0.762,762,434,30.38
C,C3,Pectiniidae,Pectinia,Mycedium alcicornis,Indian,Phuket,0.844,762,477,30.38
C,C3,Pectiniidae,Mycedium,Mycedium elephantotus,Indian,Phuket,0.862,762,479,30.38
