Clade,Type,Gene,Isolate,Methodology,Genbank,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Environment,Ocean,Country,StateRegion,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Redundancy,Species,Potential_Pseudogene_Ref
A,NA,ITS2,Acyth.b.A1,cloning,EF656430,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,NA,23.8496833,-166.2974333,100,15,20,2006,2006,Stat_2008_Biol_Invasions_10_579,NA,NA,NA
A,NA,ITS2,Acyth.b.A2,cloning,EF656431,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,NA,23.8496833,-166.2974333,100,15,20,2006,2006,Stat_2008_Biol_Invasions_10_579,NA,NA,NA
A,NA,ITS2,Acyth.c.A1,cloning,EF656432,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,NA,23.8496833,-166.2974333,100,15,20,2006,2006,Stat_2008_Biol_Invasions_10_579,NA,NA,NA
C,C1,ITS2,NA,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-6P,16.7185167,-169.5513333,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,NA,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-23,16.7473,-169.5093167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,NA,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-20,16.7611667,-169.5269667,100,5,10,2006,2006,Stat_2009_MEPS_386_83,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,NA,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-4P,16.771,-169.5056,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,NA,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-5P,16.77415,-169.4970167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1c,ITS2,NA,cloning,same_as_AY239364,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,NA,23.8496833,-166.2974333,100,15,20,2006,2005,Stat_2008_Biol_Invasions_10_579,same_as_C45_C1c.C45,NA,NA
C,C1c,ITS2,NA,cloning,same_as_AY239364,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,NA,23.8509833,-166.3296,100,10,15,2006,2006,Stat_2008_Biol_Invasions_10_579,same_as_C45_C1c.C45,NA,NA
C,C21.13,ITS2,NA,cloning,FJ461515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-6P,16.7185167,-169.5513333,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C27,ITS2,NA,cloning,AY258495,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,NA,23.8496833,-166.2974333,100,15,20,2006,2005,Stat_2008_Biol_Invasions_10_579,same_as_C30 (type1),NA,NO_Stat_2009_MEPS_386_83
C,C27,ITS2,NA,cloning,same_as_AY239379,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,NA,23.8509833,-166.3296,100,10,15,2006,2006,Stat_2008_Biol_Invasions_10_579,same_as_C30 (type1),NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,3,3,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,10,10,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,cloning,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-6P,16.7185167,-169.5513333,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,cloning,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-23,16.7473,-169.5093167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,cloning,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-20,16.7611667,-169.5269667,100,5,10,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,cloning,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-4P,16.771,-169.5056,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,cloning,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-5P,16.77415,-169.4970167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.10,ITS2,NA,cloning,FJ461505,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-6P,16.7185167,-169.5513333,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.10,ITS2,NA,cloning,FJ461505,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-4P,16.771,-169.5056,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.11,ITS2,NA,cloning,FJ461506,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-6P,16.7185167,-169.5513333,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.11,ITS2,NA,cloning,same_as_FJ461506,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-20,16.7611667,-169.5269667,100,5,10,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.2,ITS2,NA,cloning,FJ461497,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-23,16.7473,-169.5093167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.2,ITS2,NA,cloning,same_as_FJ461497,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-20,16.7611667,-169.5269667,100,5,10,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.2,ITS2,NA,cloning,same_as_FJ461497,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-4P,16.771,-169.5056,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.2,ITS2,NA,cloning,same_as_FJ461497,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-5P,16.77415,-169.4970167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.7,ITS2,NA,cloning,FJ461502,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-4P,16.771,-169.5056,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.8,ITS2,NA,cloning,FJ461503,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-5P,16.77415,-169.4970167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.8,ITS2,NA,cloning,same_as_FJ461503,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-20,16.7611667,-169.5269667,100,5,10,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.8,ITS2,NA,cloning,same_as_FJ461503,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-4P,16.771,-169.5056,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.9,ITS2,NA,cloning,FJ461504,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-4P,16.771,-169.5056,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3.9,ITS2,NA,cloning,same_as_FJ461504,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-20,16.7611667,-169.5269667,100,5,10,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3b,ITS2,NA,cloning,same_as_AF499791,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-20,16.7611667,-169.5269667,100,5,10,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3z,ITS2,NA,DGGE,same_as_GU111884,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,NA,ITS2,Acyth.d.C1,cloning,EF656433,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,NA,23.8509833,-166.3296,100,10,15,2006,2006,Stat_2008_Biol_Invasions_10_579,NA,NA,NA
C,NA,ITS2,NA,cloning,EF656433,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,NA,23.8496833,-166.2974333,100,15,20,2006,2005,Stat_2008_Biol_Invasions_10_579,NA,NA,NA
C,NA,ITS2,Acyth.e.C1,cloning,EF656434,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,NA,23.8509833,-166.3296,100,10,15,2006,2006,Stat_2008_Biol_Invasions_10_579,NA,NA,NA
C,NA,ITS2,NA,cloning,EF656434,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,NA,23.8496833,-166.2974333,100,15,20,2006,2005,Stat_2008_Biol_Invasions_10_579,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,danae,Acropora danae,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3z,ITS2,NA,DGGE,same_as_GU111884,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,danae,Acropora danae,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,danei,Acropora danei,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,3,3,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,danei,Acropora danei,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,10,10,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,NA,NA,NO_Stat_2009_MEPS_386_83
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,digitifera,Acropora digitifera,in hospite,Pacific,Australia,Great Barrier Reef,Curacao Island,NA,-18.6672528,146.5557028,3000,1,6,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,digitifera,Acropora digitifera,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,3,3,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,digitifera,Acropora digitifera,in hospite,Pacific,Australia,Great Barrier Reef,Curacao Island,NA,-18.6672528,146.5557028,3000,1,6,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,digitifera,Acropora digitifera,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,digitifera,Acropora digitifera,in hospite,Pacific,Japan,Okinawa,Zamami Island,NA,26.2334528,127.3092069,3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,digitifera,Acropora digitifera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3k,ITS2,NA,DGGE,same_as_AY589737,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,digitifera,Acropora digitifera,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,digitifera,Acropora digitifera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,digitifera,Acropora digitifera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,digitifera,Acropora digitifera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,divaricata,Acropora divaricata,in hospite,Pacific,Japan,Okinawa,Zamami Island,NA,26.2334528,127.3092069,3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C101,ITS2,NA,DGGE,same_as_GU111881,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,divaricata,Acropora divaricata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C101,ITS2,NA,DGGE,same_as_GU111881,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,divaricata,Acropora divaricata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C101,ITS2,NA,DGGE,same_as_GU111881,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,divaricata,Acropora divaricata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,divaricata,Acropora divaricata,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,divaricata,Acropora divaricata,in hospite,Pacific,Japan,Okinawa,Zamami Island,NA,26.2334528,127.3092069,3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3k,ITS2,NA,DGGE,same_as_AY589737,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,divaricata,Acropora divaricata,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,donei,Acropora donei,in hospite,Pacific,Japan,Okinawa,Zamami Island,NA,26.2334528,127.3092069,3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,donei,Acropora donei,in hospite,Pacific,Japan,Okinawa,Zamami Island,NA,26.2334528,127.3092069,3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,elseyi,Acropora elseyi,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3z,ITS2,NA,DGGE,same_as_GU111884,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,elseyi,Acropora elseyi,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,exquisita,Acropora exquisita,in hospite,Pacific,Japan,Okinawa,Zamami Island,NA,26.2334528,127.3092069,3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,florida,Acropora florida,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,florida,Acropora florida,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C101,ITS2,NA,DGGE,same_as_GU111881,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,florida,Acropora florida,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C101,ITS2,NA,DGGE,same_as_GU111881,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,florida,Acropora florida,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C101,ITS2,NA,DGGE,same_as_GU111881,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,florida,Acropora florida,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C19,ITS2,NA,NA,AY258479,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,florida,Acropora florida,in hospite,Pacific,NA,Western Pacific,NA,NA,13,150,5000000,1,1,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,florida,Acropora florida,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,florida,Acropora florida,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,florida,Acropora florida,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,florida,Acropora florida,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
