spatial scale,RobustnessType,diff_obs,obt_p,obt_F,pval,type1,type2,p_adjust_holm
ph_r.permres.272,HostRobustness,-0.002552841,0.742922192,0.107879304,0.768231768,LT_HL,TLS,1
ph_r.permres.282,HostRobustness,-0.243932152,5.36E-121,3017.274196,0.000999001,LT_HL,DHS,0
ph_r.permres.292,HostRobustness,-0.379076701,1.43E-244,58388.89615,0.000999001,LT_HL,DLS,0
ph_r.permres.302,HostRobustness,0.22117729,1.86E-26,153.8739058,0.000999001,RS,TLS,0
ph_r.permres.312,HostRobustness,-0.02020202,0.226467845,1.472144324,0.225774226,RS,DHS,1
ph_r.permres.322,HostRobustness,-0.155346569,3.13E-18,92.82835075,0.000999001,RS,DLS,0
ph_r.permres.332,HostRobustness,-0.24137931,7.12E-68,727.1104004,0.000999001,TLS,DHS,0
ph_r.permres.342,HostRobustness,-0.376523859,1.82E-109,2254.932029,0.000999001,TLS,DLS,0
ph_r.permres.352,HostRobustness,-0.135144549,4.22E-72,823.379395,0.000999001,DHS,DLS,0
global_r.permres,TotalRobustness,0.24280704,1.52E-48,242.5972989,0.000999001,links,nodes,0
global_r.permres1,SymbiontRobustness,-0.112975531,2.81E-11,45.45365719,0.000999001,links,nodes,0
global_r.permres2,HostRobustness,-0.063688636,0.002471531,9.21412305,0.002997003,links,nodes,0.002
carib_r.permres,TotalRobustness,0.214944731,9.78E-48,237.8823471,0.000999001,links,nodes,0
carib_r.permres1,SymbiontRobustness,-0.144459998,1.71E-23,105.6437579,0.000999001,links,nodes,0
carib_r.permres2,HostRobustness,-0.13175196,4.89E-19,83.17975896,0.000999001,links,nodes,0
cc_r.permres,TotalRobustness,0.20075698,1.55E-43,213.7286514,0.000999001,links,nodes,0
cc_r.permres1,SymbiontRobustness,-0.073169931,1.05E-07,28.74776566,0.000999001,links,nodes,0
cc_r.permres2,HostRobustness,-0.146103189,9.63E-22,96.75529167,0.000999001,links,nodes,0
wc_r.permres,TotalRobustness,0.201390918,2.26E-44,218.4990376,0.000999001,links,nodes,0
wc_r.permres1,SymbiontRobustness,-0.131133749,1.93E-19,85.19250464,0.000999001,links,nodes,0
wc_r.permres2,HostRobustness,-0.125950445,8.39E-18,77.05909586,0.000999001,links,nodes,0
ec_r.permres,TotalRobustness,0.205159755,3.89E-46,228.6210473,0.000999001,links,nodes,0
ec_r.permres1,SymbiontRobustness,-0.125568518,1.26E-21,96.15907389,0.000999001,links,nodes,0
ec_r.permres2,HostRobustness,-0.142073187,7.62E-21,92.22453891,0.000999001,links,nodes,0
pacific_r.permres,TotalRobustness,0.206164254,1.66E-40,196.6499249,0.000999001,links,nodes,0
pacific_r.permres1,SymbiontRobustness,-0.092060555,1.00E-06,24.25989468,0.000999001,links,nodes,0
pacific_r.permres2,HostRobustness,-0.073151079,0.000398275,12.63627939,0.000999001,links,nodes,0
cp_r.permres,TotalRobustness,0.150960525,7.05E-27,123.0917581,0.000999001,links,nodes,0
cp_r.permres1,SymbiontRobustness,-0.093969436,6.83E-14,57.95923949,0.000999001,links,nodes,0
cp_r.permres2,HostRobustness,-0.199538863,1.56E-31,147.6143209,0.000999001,links,nodes,0
ep_r.permres,TotalRobustness,0.214624958,3.78E-41,200.2479603,0.000999001,links,nodes,0
ep_r.permres1,SymbiontRobustness,-0.126503845,2.04E-15,65.35510354,0.000999001,links,nodes,0
ep_r.permres2,HostRobustness,-0.085000194,2.30E-06,22.62489804,0.000999001,links,nodes,0
gbr_r.permres,TotalRobustness,0.167183873,1.27E-34,164.2299988,0.000999001,links,nodes,0
gbr_r.permres1,SymbiontRobustness,-0.209292756,8.34E-42,203.9368109,0.000999001,links,nodes,0
gbr_r.permres2,HostRobustness,-0.153964039,6.02E-26,118.2586295,0.000999001,links,nodes,0
j_r.permres,TotalRobustness,0.16035785,1.92E-33,157.8505171,0.000999001,links,nodes,0
j_r.permres1,SymbiontRobustness,-0.183371313,1.51E-30,142.3748949,0.000999001,links,nodes,0
j_r.permres2,HostRobustness,-0.106641273,2.13E-15,65.25662687,0.000999001,links,nodes,0
ind_r.permres,TotalRobustness,0.266400473,2.69E-52,264.7100601,0.000999001,links,nodes,0
ind_r.permres1,SymbiontRobustness,-0.119398418,9.75E-14,57.21254706,0.000999001,links,nodes,0
ind_r.permres2,HostRobustness,-0.031613076,0.137891382,2.205302729,0.147852148,links,nodes,0.147
wa_r.permres,TotalRobustness,0.144761519,1.85E-28,131.354403,0.000999001,links,nodes,0
wa_r.permres1,SymbiontRobustness,-0.085566764,6.37E-12,48.51540967,0.000999001,links,nodes,0
wa_r.permres2,HostRobustness,-0.203659378,3.63E-39,189.1759082,0.000999001,links,nodes,0
wi_r.permres,TotalRobustness,0.177266579,7.39E-31,144.0166839,0.000999001,links,nodes,0
wi_r.permres1,SymbiontRobustness,-0.192518221,3.89E-34,161.5949531,0.000999001,links,nodes,0
wi_r.permres2,HostRobustness,-0.112148375,1.34E-12,51.75020623,0.000999001,links,nodes,0
ph_r.permres,TotalRobustness,0.205958828,1.43E-37,180.3472592,0.000999001,links,nodes,0
ph_r.permres1,SymbiontRobustness,-0.15246373,1.42E-21,95.90115543,0.000999001,links,nodes,0
ph_r.permres2,HostRobustness,-0.184918878,4.84E-28,129.1602248,0.000999001,links,nodes,0
