spatial scale,RobustnessType,diff_obs,obt_p,obt_F,pval,type1,type2,p_adjust_holm
j_r.permres.18,TotalRobustness,0.404963925,4.42E-140,4834.727575,0.000999001,LT_BL,TLB,0
j_r.permres.19,TotalRobustness,0.162405002,8.98E-75,889.3467204,0.000999001,LT_BL,DHB,0
j_r.permres.20,TotalRobustness,0.276748437,9.10E-75,889.199706,0.000999001,LT_BL,DLB,0
j_r.permres.21,TotalRobustness,0.085978836,1.96E-36,245.7667818,0.000999001,LT_SL,LT_HL,0
j_r.permres.22,TotalRobustness,0.253910534,2.64E-66,693.7633324,0.000999001,LT_SL,RB,0
j_r.permres.23,TotalRobustness,0.428051948,5.61E-144,5316.934033,0.000999001,LT_SL,TLB,0
j_r.permres.24,TotalRobustness,0.185493025,1.32E-83,1139.403607,0.000999001,LT_SL,DHB,0
j_r.permres.25,TotalRobustness,0.29983646,3.24E-80,1037.239286,0.000999001,LT_SL,DLB,0
j_r.permres.26,TotalRobustness,0.167931698,1.43E-52,448.7042169,0.000999001,LT_HL,RB,0
j_r.permres.27,TotalRobustness,0.342073112,1.94E-211,26700.03637,0.000999001,LT_HL,TLB,0
j_r.permres.28,TotalRobustness,0.09951419,1.53E-259,83081.27349,0.000999001,LT_HL,DHB,0
j_r.permres.29,TotalRobustness,0.213857624,1.86E-71,808.1052186,0.000999001,LT_HL,DLB,0
j_r.permres.30,TotalRobustness,0.174141414,1.00E-52,451.0499884,0.000999001,RB,TLB,0
j_r.permres.31,TotalRobustness,-0.068417508,2.21E-15,74.33723876,0.000999001,RB,DHB,0
j_r.permres.32,TotalRobustness,0.045925926,4.01E-05,17.65819258,0.000999001,RB,DLB,0
j_r.permres.33,TotalRobustness,-0.242558923,2.36E-181,13069.35688,0.000999001,TLB,DHB,0
j_r.permres.34,TotalRobustness,-0.128215488,1.12E-38,269.5925112,0.000999001,TLB,DLB,0
j_r.permres.35,TotalRobustness,0.114343434,6.21E-35,230.5298579,0.000999001,DHB,DLB,0
j_r.permres1,SymbiontRobustness,0.02994228,0.004127141,8.42395548,0.005994006,bleach,RL,0.055
j_r.permres.110,SymbiontRobustness,0.067099567,1.57E-12,57.07010305,0.000999001,bleach,LT_BL,0
j_r.permres.210,SymbiontRobustness,0.175204425,7.64E-28,165.3816512,0.000999001,bleach,LT_SL,0
j_r.permres.36,SymbiontRobustness,0.062890813,6.04E-18,90.91965539,0.000999001,bleach,LT_HL,0
j_r.permres.41,SymbiontRobustness,0.067617887,3.13E-07,28.0684773,0.000999001,bleach,RH,0
j_r.permres.51,SymbiontRobustness,0.059606741,1.55E-16,81.67217365,0.000999001,bleach,TLH,0
j_r.permres.61,SymbiontRobustness,0.081376159,2.12E-12,56.29816413,0.000999001,bleach,DHH,0
j_r.permres.71,SymbiontRobustness,-0.039313496,2.18E-08,34.06021503,0.000999001,bleach,DLH,0
j_r.permres.81,SymbiontRobustness,0.037157287,0.000234928,14.04347304,0.000999001,RL,LT_BL,0
j_r.permres.91,SymbiontRobustness,0.145262145,1.05E-19,102.9157907,0.000999001,RL,LT_SL,0
j_r.permres.101,SymbiontRobustness,0.032948533,4.88E-05,17.25245628,0.000999001,RL,LT_HL,0
j_r.permres.111,SymbiontRobustness,0.037675607,0.005786448,7.785678645,0.010989011,RL,RH,0.1
j_r.permres.121,SymbiontRobustness,0.029664461,0.000241884,13.98465271,0.000999001,RL,TLH,0
j_r.permres.131,SymbiontRobustness,0.051433879,1.82E-05,19.3031725,0.000999001,RL,DHH,0
j_r.permres.141,SymbiontRobustness,-0.069255776,2.48E-15,74.01909817,0.000999001,RL,DLH,0
j_r.permres.151,SymbiontRobustness,0.108104858,5.27E-14,65.8415504,0.000999001,LT_BL,LT_SL,0
j_r.permres.161,SymbiontRobustness,-0.004208754,0.480102438,0.500542028,0.478521479,LT_BL,LT_HL,1
j_r.permres.171,SymbiontRobustness,0.000518319,0.966810539,0.001735724,0.974025974,LT_BL,RH,1
j_r.permres.181,SymbiontRobustness,-0.007492826,0.209332716,1.586444084,0.206793207,LT_BL,TLH,1
j_r.permres.191,SymbiontRobustness,0.014276592,0.17405214,1.861188384,0.186813187,LT_BL,DHH,1
j_r.permres.201,SymbiontRobustness,-0.106413063,1.03E-41,303.8858584,0.000999001,LT_BL,DLH,0
j_r.permres.211,SymbiontRobustness,-0.112313612,1.27E-17,88.76599827,0.000999001,LT_SL,LT_HL,0
j_r.permres.221,SymbiontRobustness,-0.107586539,2.80E-10,44.26353411,0.000999001,LT_SL,RH,0
j_r.permres.231,SymbiontRobustness,-0.115597685,2.07E-18,94.03296295,0.000999001,LT_SL,TLH,0
j_r.permres.241,SymbiontRobustness,-0.093828266,1.24E-09,40.71466738,0.000999001,LT_SL,DHH,0
j_r.permres.251,SymbiontRobustness,-0.214517921,4.91E-43,319.6086322,0.000999001,LT_SL,DLH,0
j_r.permres.261,SymbiontRobustness,0.004727074,0.665766469,0.187160092,0.652347652,LT_HL,RH,1
j_r.permres.271,SymbiontRobustness,-0.003284072,0,1.39E+26,0.000999001,LT_HL,TLH,0
j_r.permres.281,SymbiontRobustness,0.018485346,0.033013404,4.610051023,0.038961039,LT_HL,DHH,0.304
j_r.permres.291,SymbiontRobustness,-0.102204309,6.52E-146,5573.204756,0.000999001,LT_HL,DLH,0
j_r.permres.301,SymbiontRobustness,-0.008011146,0.464326405,0.537548669,0.455544456,RH,TLH,1
j_r.permres.311,SymbiontRobustness,0.013758272,0.32386901,0.978175619,0.322677323,RH,DHH,1
j_r.permres.321,SymbiontRobustness,-0.106931383,1.90E-18,94.29181618,0.000999001,RH,DLH,0
j_r.permres.331,SymbiontRobustness,0.021769418,0.01224166,6.393581575,0.014985015,TLH,DHH,0.117
j_r.permres.341,SymbiontRobustness,-0.098920237,3.14E-143,5220.797886,0.000999001,TLH,DLH,0
j_r.permres.351,SymbiontRobustness,-0.120689655,7.55E-31,191.6661997,0.000999001,DHH,DLH,0
j_r.permres2,HostRobustness,-0.027056277,2.99E-05,18.26755969,0.000999001,bleach,RL,0
j_r.permres.112,HostRobustness,0.054954305,3.14E-11,49.57803734,0.000999001,bleach,LT_BL,0
j_r.permres.212,HostRobustness,-0.012987013,0.120941807,2.426111208,0.142857143,bleach,LT_SL,0.852
j_r.permres.37,HostRobustness,0.129389129,8.98E-57,515.4882102,0.000999001,bleach,LT_HL,0
j_r.permres.42,HostRobustness,-0.019558328,0.359047047,0.845188648,0.327672328,bleach,RS,0.984
j_r.permres.52,HostRobustness,0.114725688,5.87E-21,111.7530492,0.000999001,bleach,TLS,0
j_r.permres.62,HostRobustness,-0.048078827,0.00014576,15.0098012,0.000999001,bleach,DHS,0
j_r.permres.72,HostRobustness,0.091552783,7.64E-09,36.4734823,0.000999001,bleach,DLS,0
j_r.permres.82,HostRobustness,0.082010582,2.72E-30,186.6560417,0.000999001,RL,LT_BL,0
j_r.permres.92,HostRobustness,0.014069264,0.036496053,4.434343701,0.047952048,RL,LT_SL,0.441
j_r.permres.102,HostRobustness,0.156445406,1.26E-123,3221.997941,0.000999001,RL,LT_HL,0
j_r.permres.113,HostRobustness,0.007497949,0.717333143,0.131441103,0.729270729,RL,RS,1
j_r.permres.122,HostRobustness,0.141781965,1.71E-33,216.3924824,0.000999001,RL,TLS,0
j_r.permres.132,HostRobustness,-0.02102255,0.0658121,3.422674348,0.068931069,RL,DHS,0.552
j_r.permres.142,HostRobustness,0.11860906,1.83E-14,68.6491727,0.000999001,RL,DLS,0
j_r.permres.152,HostRobustness,-0.067941318,9.15E-15,70.49609032,0.000999001,LT_BL,LT_SL,0
j_r.permres.162,HostRobustness,0.074434824,3.38E-31,194.8390843,0.000999001,LT_BL,LT_HL,0
j_r.permres.172,HostRobustness,-0.074512633,0.000539979,12.37783264,0.000999001,LT_BL,RS,0
j_r.permres.182,HostRobustness,0.059771383,7.01E-08,31.41126794,0.000999001,LT_BL,TLS,0
j_r.permres.192,HostRobustness,-0.103033132,8.20E-15,70.7892979,0.000999001,LT_BL,DHS,0
j_r.permres.202,HostRobustness,0.036598478,0.015755272,5.932858668,0.015984016,LT_BL,DLS,0.15
j_r.permres.213,HostRobustness,0.142376142,1.24E-58,547.233549,0.000999001,LT_SL,LT_HL,0
j_r.permres.222,HostRobustness,-0.006571315,0.758911537,0.094457363,0.767232767,LT_SL,RS,1
j_r.permres.232,HostRobustness,0.127712701,7.30E-24,133.3181337,0.000999001,LT_SL,TLS,0
j_r.permres.242,HostRobustness,-0.035091815,0.005847706,7.765887193,0.005994006,LT_SL,DHS,0.06
j_r.permres.252,HostRobustness,0.104539796,1.05E-10,46.62877217,0.000999001,LT_SL,DLS,0
j_r.permres.262,HostRobustness,-0.148947458,8.52E-12,52.80741502,0.000999001,LT_HL,RS,0
j_r.permres.272,HostRobustness,-0.014663441,0.113972602,2.520699595,0.098901099,LT_HL,TLS,0.686
j_r.permres.282,HostRobustness,-0.177467957,1.04E-37,259.1590421,0.000999001,LT_HL,DHS,0
j_r.permres.292,HostRobustness,-0.037836347,0.007684288,7.254748886,0.005994006,LT_HL,DLS,0.06
j_r.permres.302,HostRobustness,0.134284017,1.08E-08,35.67776701,0.000999001,RS,TLS,0
j_r.permres.312,HostRobustness,-0.028520499,0.221871906,1.50175588,0.222777223,RS,DHS,0.932
j_r.permres.322,HostRobustness,0.111111111,1.31E-05,19.99464392,0.000999001,RS,DLS,0
j_r.permres.332,HostRobustness,-0.162804516,3.48E-23,128.1517453,0.000999001,TLS,DHS,0
j_r.permres.342,HostRobustness,-0.023172906,0.169656213,1.899941367,0.176823177,TLS,DLS,0.86
j_r.permres.352,HostRobustness,0.13963161,3.19E-13,61.14619817,0.000999001,DHS,DLS,0
ind_r.permres,TotalRobustness,-0.285108265,1.62E-214,28717.7481,0.000999001,bleach,RL,0
ind_r.permres.1,TotalRobustness,-0.206663074,2.62E-205,23092.44818,0.000999001,bleach,LT_BL,0
ind_r.permres.2,TotalRobustness,-0.295761998,5.40E-235,46582.58993,0.000999001,bleach,LT_SL,0
ind_r.permres.3,TotalRobustness,-0.073318686,1.41E-132,4021.631428,0.000999001,bleach,LT_HL,0
ind_r.permres.4,TotalRobustness,0.057021218,1.10E-26,155.7221607,0.000999001,bleach,RB,0
ind_r.permres.5,TotalRobustness,0.26734604,6.03E-225,36746.05112,0.000999001,bleach,TLB,0
ind_r.permres.6,TotalRobustness,0.44389285,6.67E-284,147410.7706,0.000999001,bleach,DHB,0
ind_r.permres.7,TotalRobustness,-0.026024988,9.45E-53,451.4522324,0.000999001,bleach,DLB,0
ind_r.permres.8,TotalRobustness,0.078445191,1.20E-121,3066.569291,0.000999001,RL,LT_BL,0
ind_r.permres.9,TotalRobustness,-0.010653733,2.61E-12,55.77405346,0.000999001,RL,LT_SL,0
ind_r.permres.10,TotalRobustness,0.211789578,2.12E-216,30026.10971,0.000999001,RL,LT_HL,0
ind_r.permres.11,TotalRobustness,0.342129482,7.60E-146,5564.181897,0.000999001,RL,RB,0
ind_r.permres.12,TotalRobustness,0.552454305,2.97E-283,145179.9025,0.000999001,RL,TLB,0
ind_r.permres.13,TotalRobustness,0.729001114,2.29246459670338e-321,355751.1228,0.000999001,RL,DHB,0
ind_r.permres.14,TotalRobustness,0.259083277,4.60E-229,40498.41198,0.000999001,RL,DLB,0
ind_r.permres.15,TotalRobustness,-0.089098924,2.35E-158,7531.900209,0.000999001,LT_BL,LT_SL,0
ind_r.permres.16,TotalRobustness,0.133344388,1.74E-222,34671.95395,0.000999001,LT_BL,LT_HL,0
ind_r.permres.17,TotalRobustness,0.263684292,1.43E-126,3466.803658,0.000999001,LT_BL,RB,0
ind_r.permres.18,TotalRobustness,0.474009114,5.90E-297,200391.9923,0.000999001,LT_BL,TLB,0
ind_r.permres.19,TotalRobustness,0.650555924,0,825273.8896,0.000999001,LT_BL,DHB,0
ind_r.permres.20,TotalRobustness,0.180638086,1.78E-236,48239.58438,0.000999001,LT_BL,DLB,0
ind_r.permres.21,TotalRobustness,0.222443311,1.31E-263,91433.07913,0.000999001,LT_SL,LT_HL,0
ind_r.permres.22,TotalRobustness,0.352783215,2.79E-150,6196.738995,0.000999001,LT_SL,RB,0
ind_r.permres.23,TotalRobustness,0.563108038,1.52328109820032e-310,275834.0631,0.000999001,LT_SL,TLB,0
ind_r.permres.24,TotalRobustness,0.739654847,0,1010934.127,0.000999001,LT_SL,DHB,0
ind_r.permres.25,TotalRobustness,0.26973701,9.12E-269,103237.6766,0.000999001,LT_SL,DLB,0
ind_r.permres.26,TotalRobustness,0.130339904,5.60E-74,869.2904462,0.000999001,LT_HL,RB,0
ind_r.permres.27,TotalRobustness,0.340664727,7.36E-295,190750.7868,0.000999001,LT_HL,TLB,0
ind_r.permres.28,TotalRobustness,0.517211536,0,1.62E+30,0.000999001,LT_HL,DHB,0
ind_r.permres.29,TotalRobustness,0.047293699,3.02E-183,13672.512,0.000999001,LT_HL,DLB,0
ind_r.permres.30,TotalRobustness,0.210324823,2.04E-108,2195.215596,0.000999001,RB,TLB,0
ind_r.permres.31,TotalRobustness,0.386871632,4.79E-159,7658.502942,0.000999001,RB,DHB,0
ind_r.permres.32,TotalRobustness,-0.083046205,1.78E-45,349.9688801,0.000999001,RB,DLB,0
ind_r.permres.33,TotalRobustness,0.176546809,5.02E-239,51230.872,0.000999001,TLB,DHB,0
ind_r.permres.34,TotalRobustness,-0.293371028,4.94E-272,111486.7888,0.000999001,TLB,DLB,0
ind_r.permres.35,TotalRobustness,-0.469917837,0,1349850.33,0.000999001,DHB,DLB,0
ind_r.permres1,SymbiontRobustness,-0.272492366,3.22E-125,3352.243122,0.000999001,bleach,RL,0
ind_r.permres.110,SymbiontRobustness,-0.231977781,1.85E-158,7551.087501,0.000999001,bleach,LT_BL,0
ind_r.permres.210,SymbiontRobustness,-0.304688472,9.04E-86,1209.013416,0.000999001,bleach,LT_SL,0
ind_r.permres.36,SymbiontRobustness,-0.190951927,1.28E-207,24391.65565,0.000999001,bleach,LT_HL,0
ind_r.permres.41,SymbiontRobustness,-0.269853422,2.29E-109,2249.177697,0.000999001,bleach,RH,0
ind_r.permres.51,SymbiontRobustness,-0.178568829,5.84E-202,21330.6697,0.000999001,bleach,TLH,0
ind_r.permres.61,SymbiontRobustness,-0.015225357,5.81E-05,16.89406511,0.000999001,bleach,DHH,0
ind_r.permres.71,SymbiontRobustness,-0.478257162,2.15E-273,115119.4466,0.000999001,bleach,DLH,0
ind_r.permres.81,SymbiontRobustness,0.040514585,1.93E-13,62.44313405,0.000999001,RL,LT_BL,0
ind_r.permres.91,SymbiontRobustness,-0.032196106,0.001200256,10.8038807,0.001998002,RL,LT_SL,0.003
ind_r.permres.101,SymbiontRobustness,0.081540439,3.18E-43,321.8985347,0.000999001,RL,LT_HL,0
ind_r.permres.111,SymbiontRobustness,0.002638943,0.713570956,0.135126989,0.715284715,RL,RH,0.715
ind_r.permres.121,SymbiontRobustness,0.093923537,4.09E-51,427.092345,0.000999001,RL,TLH,0
ind_r.permres.131,SymbiontRobustness,0.257267008,4.87E-105,2012.862685,0.000999001,RL,DHH,0
ind_r.permres.141,SymbiontRobustness,-0.205764797,7.86E-105,2002.125645,0.000999001,RL,DLH,0
ind_r.permres.151,SymbiontRobustness,-0.072710691,6.40E-14,65.33207177,0.000999001,LT_BL,LT_SL,0
ind_r.permres.161,SymbiontRobustness,0.041025854,2.79E-41,298.8637192,0.000999001,LT_BL,LT_HL,0
ind_r.permres.171,SymbiontRobustness,-0.037875642,2.28E-09,39.28858209,0.000999001,LT_BL,RH,0
ind_r.permres.181,SymbiontRobustness,0.053408952,3.12E-56,506.5076979,0.000999001,LT_BL,TLH,0
ind_r.permres.191,SymbiontRobustness,0.216752423,1.53E-115,2630.795925,0.000999001,LT_BL,DHH,0
ind_r.permres.201,SymbiontRobustness,-0.246279382,9.43E-170,9904.649818,0.000999001,LT_BL,DLH,0
ind_r.permres.211,SymbiontRobustness,0.113736545,1.34E-28,171.8135672,0.000999001,LT_SL,LT_HL,0
ind_r.permres.221,SymbiontRobustness,0.034835049,0.000872489,11.42930949,0.001998002,LT_SL,RH,0.003
ind_r.permres.231,SymbiontRobustness,0.126119643,5.88E-33,211.2627152,0.000999001,LT_SL,TLH,0
ind_r.permres.241,SymbiontRobustness,0.289463115,2.30E-77,957.3957353,0.000999001,LT_SL,DHH,0
ind_r.permres.251,SymbiontRobustness,-0.173568691,4.84E-49,397.5313446,0.000999001,LT_SL,DLH,0
ind_r.permres.261,SymbiontRobustness,-0.078901495,6.27E-32,201.5895966,0.000999001,LT_HL,RH,0
ind_r.permres.271,SymbiontRobustness,0.012383098,0,6.03E+29,0.000999001,LT_HL,TLH,0
ind_r.permres.281,SymbiontRobustness,0.17572657,6.30E-114,2525.627996,0.000999001,LT_HL,DHH,0
ind_r.permres.291,SymbiontRobustness,-0.287305235,2.11E-289,167769.4172,0.000999001,LT_HL,DLH,0
ind_r.permres.301,SymbiontRobustness,0.091284593,1.06E-38,269.8314815,0.000999001,RH,TLH,0
ind_r.permres.311,SymbiontRobustness,0.254628065,6.89E-94,1504.010548,0.000999001,RH,DHH,0
ind_r.permres.321,SymbiontRobustness,-0.20840374,8.85E-91,1384.34393,0.000999001,RH,DLH,0
ind_r.permres.331,SymbiontRobustness,0.163343472,3.48E-108,2182.21775,0.000999001,TLH,DHH,0
ind_r.permres.341,SymbiontRobustness,-0.299688333,5.46E-293,182543.0863,0.000999001,TLH,DLH,0
ind_r.permres.351,SymbiontRobustness,-0.463031805,4.81E-192,16857.07415,0.000999001,DHH,DLH,0
ind_r.permres2,HostRobustness,-0.230747972,3.05E-233,44696.15924,0.000999001,bleach,RL,0
ind_r.permres.112,HostRobustness,-0.145172657,1.80E-228,39935.80178,0.000999001,bleach,LT_BL,0
ind_r.permres.212,HostRobustness,-0.230361066,2.37E-249,65352.04485,0.000999001,bleach,LT_SL,0
ind_r.permres.37,HostRobustness,0.026378698,1.84E-170,10074.45805,0.000999001,bleach,LT_HL,0
ind_r.permres.42,HostRobustness,-0.207444542,1.96E-29,179.0588538,0.000999001,bleach,RS,0
ind_r.permres.52,HostRobustness,0.046036212,2.02E-19,100.9371902,0.000999001,bleach,TLS,0
ind_r.permres.62,HostRobustness,0.459495125,0,3056868.773,0.000999001,bleach,DHS,0
ind_r.permres.72,HostRobustness,-0.472937307,0,3238337.643,0.000999001,bleach,DLS,0
ind_r.permres.82,HostRobustness,0.085575315,2.47E-138,4632.423108,0.000999001,RL,LT_BL,0
ind_r.permres.92,HostRobustness,0.000386906,0.777243382,0.080260739,0.77022977,RL,LT_SL,0.777
ind_r.permres.102,HostRobustness,0.25712667,5.93E-245,58915.37187,0.000999001,RL,LT_HL,0
ind_r.permres.113,HostRobustness,0.02330343,0.135245799,2.249741277,0.13986014,RL,RS,0.408
ind_r.permres.122,HostRobustness,0.276784184,1.16E-126,3474.405208,0.000999001,RL,TLS,0
ind_r.permres.132,HostRobustness,0.690243097,0,424559.4538,0.000999001,RL,DHS,0
ind_r.permres.142,HostRobustness,-0.242189335,7.08E-240,52269.02533,0.000999001,RL,DLS,0
ind_r.permres.152,HostRobustness,-0.085188409,3.20E-149,6039.544769,0.000999001,LT_BL,LT_SL,0
ind_r.permres.162,HostRobustness,0.171551355,1.42E-248,64165.56099,0.000999001,LT_BL,LT_HL,0
ind_r.permres.172,HostRobustness,-0.062271885,8.51E-05,16.10914016,0.000999001,LT_BL,RS,0
ind_r.permres.182,HostRobustness,0.191208868,9.50E-99,1709.557597,0.000999001,LT_BL,TLS,0
ind_r.permres.192,HostRobustness,0.604667782,0,797163.3963,0.000999001,LT_BL,DHS,0
ind_r.permres.202,HostRobustness,-0.327764651,1.37E-303,234227.5184,0.000999001,LT_BL,DLS,0
ind_r.permres.213,HostRobustness,0.256739764,2.49E-262,88722.69888,0.000999001,LT_SL,LT_HL,0
ind_r.permres.222,HostRobustness,0.022916524,0.141502798,2.179080378,0.136863137,LT_SL,RS,0.408
ind_r.permres.232,HostRobustness,0.276397278,3.02E-127,3525.333864,0.000999001,LT_SL,TLS,0
ind_r.permres.242,HostRobustness,0.689856191,0,640568.5328,0.000999001,LT_SL,DHS,0
ind_r.permres.252,HostRobustness,-0.242576241,1.64E-257,79203.6129,0.000999001,LT_SL,DLS,0
ind_r.permres.262,HostRobustness,-0.23382324,1.24E-34,227.5579194,0.000999001,LT_HL,RS,0
ind_r.permres.272,HostRobustness,0.019657514,2.72E-05,18.4646131,0.000999001,LT_HL,TLS,0
ind_r.permres.282,HostRobustness,0.433116427,0,1.24E+32,0.000999001,LT_HL,DHS,0
ind_r.permres.292,HostRobustness,-0.499316005,0,5.48E+30,0.000999001,LT_HL,DLS,0
ind_r.permres.302,HostRobustness,0.253480753,1.86E-36,246.0004237,0.000999001,RS,TLS,0
ind_r.permres.312,HostRobustness,0.666939667,8.34E-102,1851.354998,0.000999001,RS,DHS,0
ind_r.permres.322,HostRobustness,-0.265492765,8.34E-41,293.3742476,0.000999001,RS,DLS,0
ind_r.permres.332,HostRobustness,0.413458913,1.00E-161,8168.602533,0.000999001,TLS,DHS,0
ind_r.permres.342,HostRobustness,-0.518973519,1.04E-180,12869.84875,0.000999001,TLS,DLS,0
ind_r.permres.352,HostRobustness,-0.932432432,0,3.01E+31,0.000999001,DHS,DLS,0
wa_r.permres,TotalRobustness,-0.033057851,1.02E-08,35.80998782,0.000999001,bleach,RL,0
wa_r.permres.1,TotalRobustness,0.021671258,1.76E-08,34.54562025,0.000999001,bleach,LT_BL,0
wa_r.permres.2,TotalRobustness,0.042975207,7.90E-25,140.8200283,0.000999001,bleach,LT_SL,0
wa_r.permres.3,TotalRobustness,0.097520661,8.79E-68,725.1398205,0.000999001,bleach,LT_HL,0
wa_r.permres.4,TotalRobustness,0.309641873,1.19E-114,2572.355533,0.000999001,bleach,RB,0
wa_r.permres.5,TotalRobustness,0.31364019,3.17E-152,6495.640558,0.000999001,bleach,TLB,0
wa_r.permres.6,TotalRobustness,0.218522345,3.60E-119,2882.280124,0.000999001,bleach,DHB,0
wa_r.permres.7,TotalRobustness,0.348783287,3.38E-134,4185.369496,0.000999001,bleach,DLB,0
wa_r.permres.8,TotalRobustness,0.054729109,4.29E-28,167.503118,0.000999001,RL,LT_BL,0
wa_r.permres.9,TotalRobustness,0.076033058,4.59E-44,332.2022072,0.000999001,RL,LT_SL,0
wa_r.permres.10,TotalRobustness,0.130578512,3.49E-78,979.8081168,0.000999001,RL,LT_HL,0
wa_r.permres.11,TotalRobustness,0.342699725,2.20E-118,2825.901297,0.000999001,RL,RB,0
wa_r.permres.12,TotalRobustness,0.346698041,3.29E-150,6185.947855,0.000999001,RL,TLB,0
wa_r.permres.13,TotalRobustness,0.251580196,3.13E-121,3034.964459,0.000999001,RL,DHB,0
wa_r.permres.14,TotalRobustness,0.381841139,5.71E-136,4371.564135,0.000999001,RL,DLB,0
wa_r.permres.15,TotalRobustness,0.021303949,6.12E-77,945.974175,0.000999001,LT_BL,LT_SL,0
wa_r.permres.16,TotalRobustness,0.075849403,9.58E-178,11991.22095,0.000999001,LT_BL,LT_HL,0
wa_r.permres.17,TotalRobustness,0.287970615,2.20E-125,3365.933627,0.000999001,LT_BL,RB,0
wa_r.permres.18,TotalRobustness,0.291968932,1.24E-221,33979.95342,0.000999001,LT_BL,TLB,0
wa_r.permres.19,TotalRobustness,0.196851087,1.53E-169,9854.81018,0.000999001,LT_BL,DHB,0
wa_r.permres.20,TotalRobustness,0.327112029,2.47E-152,6512.551221,0.000999001,LT_BL,DLB,0
wa_r.permres.21,TotalRobustness,0.054545455,0,3.44E+29,0.000999001,LT_SL,LT_HL,0
wa_r.permres.22,TotalRobustness,0.266666667,5.20E-120,2943.658667,0.000999001,LT_SL,RB,0
wa_r.permres.23,TotalRobustness,0.270664983,3.33E-224,36107.4439,0.000999001,LT_SL,TLB,0
wa_r.permres.24,TotalRobustness,0.175547138,2.04E-165,8926.333079,0.000999001,LT_SL,DHB,0
wa_r.permres.25,TotalRobustness,0.305808081,5.34E-148,5863.092626,0.000999001,LT_SL,DLB,0
wa_r.permres.26,TotalRobustness,0.212121212,4.87E-102,1862.593939,0.000999001,LT_HL,RB,0
wa_r.permres.27,TotalRobustness,0.216119529,3.54E-205,23020.81114,0.000999001,LT_HL,TLB,0
wa_r.permres.28,TotalRobustness,0.121001684,9.80E-135,4241.001309,0.000999001,LT_HL,DHB,0
wa_r.permres.29,TotalRobustness,0.251262626,6.25E-132,3958.080571,0.000999001,LT_HL,DLB,0
wa_r.permres.30,TotalRobustness,0.003998316,0.435545449,0.610491803,0.44955045,RB,TLB,0.465
wa_r.permres.31,TotalRobustness,-0.091119529,1.93E-41,300.7188543,0.000999001,RB,DHB,0
wa_r.permres.32,TotalRobustness,0.039141414,3.63E-09,38.19833705,0.000999001,RB,DLB,0
wa_r.permres.33,TotalRobustness,-0.095117845,2.07E-97,1650.601154,0.000999001,TLB,DHB,0
wa_r.permres.34,TotalRobustness,0.035143098,1.80E-14,68.69211823,0.000999001,TLB,DLB,0
wa_r.permres.35,TotalRobustness,0.130260943,3.47E-74,874.5115748,0.000999001,DHB,DLB,0
wa_r.permres1,SymbiontRobustness,0.009366391,0.159248245,1.996506673,0.165834166,bleach,RL,0.845
wa_r.permres.110,SymbiontRobustness,0.047199265,3.48E-25,143.6357625,0.000999001,bleach,LT_BL,0
wa_r.permres.210,SymbiontRobustness,0.062075298,7.65E-62,605.3153114,0.000999001,bleach,LT_SL,0
wa_r.permres.36,SymbiontRobustness,0.061891644,8.01E-62,604.9441244,0.000999001,bleach,LT_HL,0
wa_r.permres.41,SymbiontRobustness,0.055831038,1.26E-06,25.02025126,0.000999001,bleach,RH,0
wa_r.permres.51,SymbiontRobustness,0.107346189,3.82E-101,1819.803484,0.000999001,bleach,TLH,0
wa_r.permres.61,SymbiontRobustness,-0.047704316,3.73E-09,38.13874256,0.000999001,bleach,DHH,0
wa_r.permres.71,SymbiontRobustness,0.166437098,3.85E-60,573.9599221,0.000999001,bleach,DLH,0
wa_r.permres.81,SymbiontRobustness,0.037832874,1.01E-07,30.59237899,0.000999001,RL,LT_BL,0
wa_r.permres.91,SymbiontRobustness,0.052708907,2.69E-15,73.80464836,0.000999001,RL,LT_SL,0
wa_r.permres.101,SymbiontRobustness,0.052525253,3.17E-15,73.35695591,0.000999001,RL,LT_HL,0
wa_r.permres.111,SymbiontRobustness,0.046464646,0.000258364,13.85190133,0.000999001,RL,RH,0
wa_r.permres.121,SymbiontRobustness,0.097979798,2.43E-37,255.2572478,0.000999001,RL,TLH,0
wa_r.permres.131,SymbiontRobustness,-0.057070707,1.02E-08,35.81310556,0.000999001,RL,DHH,0
wa_r.permres.141,SymbiontRobustness,0.157070707,3.02E-42,310.1710466,0.000999001,RL,DLH,0
wa_r.permres.151,SymbiontRobustness,0.014876033,1.99E-06,24.02398745,0.000999001,LT_BL,LT_SL,0
wa_r.permres.161,SymbiontRobustness,0.014692378,2.51E-06,23.52058801,0.000999001,LT_BL,LT_HL,0
wa_r.permres.171,SymbiontRobustness,0.008631772,0.445396162,0.584698531,0.472527473,LT_BL,RH,1
wa_r.permres.181,SymbiontRobustness,0.060146924,8.45E-49,394.1765732,0.000999001,LT_BL,TLH,0
wa_r.permres.191,SymbiontRobustness,-0.094903581,3.06E-25,144.0732403,0.000999001,LT_BL,DHH,0
wa_r.permres.201,SymbiontRobustness,0.119237833,1.85E-39,278.1824664,0.000999001,LT_BL,DLH,0
wa_r.permres.211,SymbiontRobustness,-0.000183655,0.318543476,1,0.218781219,LT_SL,LT_HL,1
wa_r.permres.221,SymbiontRobustness,-0.006244261,0.56653262,0.329634614,0.589410589,LT_SL,RH,1
wa_r.permres.231,SymbiontRobustness,0.045270891,2.91E-246,60762.25,0.000999001,LT_SL,TLH,0
