762,1
752,1
786,1
748,1
762,2
752,2
750,3
762,4
782,4
975,4
826,5
762,5
786,5
748,5
762,6
752,6
737,6
786,6
748,6
745,7
762,7
752,7
737,7
750,8
745,8
785,8
762,8
773,9
754,9
786,9
748,9
762,10
737,10
762,11
768,12
750,12
772,12
877,12
884,12
762,12
887,12
888,12
891,12
892,12
893,12
894,12
916,12
737,12
762,13
737,13
762,14
750,15
785,15
762,15
752,15
786,15
748,15
750,16
745,16
785,16
762,16
750,17
762,17
762,18
737,18
762,19
750,20
745,20
861,20
785,20
762,20
737,20
745,21
762,21
752,21
737,21
750,22
827,22
762,22
737,22
762,23
737,23
745,24
762,24
827,25
762,26
737,26
750,27
745,27
785,27
762,27
752,27
737,27
745,28
731,28
785,28
762,28
752,28
970,28
784,28
785,29
762,29
923,29
737,29
791,29
786,29
748,29
762,30
797,31
762,31
762,32
737,32
975,32
827,33
762,33
737,33
762,34
745,35
762,35
745,36
785,36
762,36
745,37
785,37
762,37
750,38
745,38
785,38
876,38
877,38
762,38
887,38
888,38
891,38
892,38
893,38
916,38
752,38
750,39
745,39
785,39
762,39
752,39
737,39
975,39
750,40
745,40
785,40
762,40
786,40
773,41
975,42
762,43
786,44
748,44
975,44
826,45
827,45
828,45
762,45
762,46
737,46
762,47
737,47
745,48
826,48
827,48
828,48
762,48
752,48
737,48
762,49
750,50
745,50
826,50
762,50
752,50
737,50
762,51
762,52
752,52
737,52
826,53
827,53
828,53
832,53
833,53
767,53
762,53
912,53
913,53
752,53
737,53
786,53
762,54
752,54
762,55
745,56
826,56
762,56
752,56
737,56
786,56
748,56
750,57
745,57
762,57
752,57
737,57
786,57
975,57
762,58
750,59
745,59
832,59
833,59
762,59
752,59
737,59
786,59
748,59
750,60
762,61
754,62
762,62
914,62
916,62
927,62
945,62
754,63
762,63
914,63
754,64
750,64
762,64
914,64
916,64
786,64
748,64
762,65
916,65
762,66
914,66
945,66
762,67
914,67
762,68
750,69
884,70
957,70
958,70
750,71
864,71
786,71
748,71
762,72
752,72
750,73
762,74
782,74
754,75
762,76
752,76
786,76
748,76
910,77
754,78
812,78
814,78
750,78
762,78
924,78
786,78
748,78
762,79
924,79
750,80
864,80
866,80
762,80
752,80
750,81
864,81
866,81
750,82
884,82
755,83
746,84
741,84
736,84
750,85
864,85
874,85
750,86
864,86
874,86
750,87
750,88
750,89
750,90
772,90
762,91
782,91
791,92
750,93
750,94
750,95
750,96
866,96
750,97
868,97
762,97
752,97
786,97
748,97
750,98
864,98
785,98
881,98
762,98
752,98
754,99
806,99
754,100
807,100
740,100
762,101
752,101
786,101
748,101
791,102
754,103
786,103
748,103
754,104
762,104
907,104
740,104
786,104
748,104
762,105
924,105
943,105
754,106
808,106
809,106
810,106
750,106
762,106
924,106
785,107
762,107
782,107
922,107
752,107
762,108
915,108
782,108
752,108
750,109
762,110
782,110
785,111
881,111
762,112
782,112
752,112
786,112
748,112
762,113
782,113
752,113
791,113
786,113
748,113
762,114
752,114
791,114
931,114
750,115
785,115
762,115
752,115
791,115
932,115
762,116
762,117
861,118
762,118
752,118
750,119
762,119
752,119
762,120
752,120
750,121
750,122
864,122
754,123
805,123
750,123
785,124
762,124
752,124
754,125
750,125
762,125
947,125
948,125
740,125
762,126
752,126
762,127
750,128
762,128
752,128
762,129
745,130
762,130
752,130
786,130
748,130
750,131
762,131
752,131
745,132
762,132
737,132
750,133
745,133
780,133
785,133
762,133
782,133
752,133
737,133
786,133
972,133
748,133
762,134
752,134
762,135
745,136
794,136
785,136
881,136
762,136
752,136
762,137
752,137
762,138
752,138
786,138
748,138
762,139
752,139
786,139
748,139
762,140
752,140
762,141
752,141
884,142
762,142
752,142
762,143
782,143
752,143
786,143
748,143
750,144
776,144
785,144
762,144
782,144
752,144
786,144
748,144
750,145
762,145
782,145
752,145
762,146
782,146
762,147
782,147
752,147
762,148
752,148
750,149
819,149
820,149
821,149
864,149
866,149
762,149
891,149
750,150
864,150
762,150
752,150
786,150
748,150
785,151
750,152
864,152
762,152
752,152
786,152
748,152
750,153
785,153
881,153
762,153
752,153
791,153
786,153
748,153
786,154
748,154
785,155
762,155
752,155
786,155
748,155
762,156
922,156
752,156
786,156
748,156
750,157
777,157
772,157
781,157
762,157
752,157
786,157
748,157
750,158
766,158
869,158
762,158
786,158
748,158
762,159
752,159
762,160
752,160
737,160
785,161
762,161
752,161
737,161
786,161
972,161
748,161
974,161
750,162
762,162
782,162
752,162
786,162
748,162
750,163
832,163
833,163
745,164
762,164
752,164
786,164
748,164
832,165
910,165
750,166
864,166
872,166
786,166
748,166
750,167
786,167
748,167
786,168
748,168
750,169
750,170
776,170
864,170
872,170
762,170
752,170
748,170
750,171
762,172
782,172
762,173
752,173
750,174
776,175
785,175
881,175
884,175
762,175
782,175
752,175
762,176
752,176
786,176
748,176
750,177
785,177
881,177
762,177
752,177
791,177
754,178
762,178
964,178
754,179
963,179
750,180
866,180
750,181
762,181
782,181
752,181
786,181
748,181
750,182
864,182
866,182
872,182
750,183
819,183
820,183
864,183
866,183
762,183
891,183
786,183
748,183
745,184
762,184
752,184
786,184
748,184
762,185
785,186
750,187
750,188
864,188
762,188
752,188
786,188
748,188
750,189
816,189
817,189
864,189
772,189
884,189
750,190
762,190
782,190
762,191
782,191
752,191
785,192
882,192
883,192
762,192
762,193
782,193
922,193
752,193
791,193
786,193
748,193
785,194
881,194
882,195
762,195
752,195
786,195
748,195
813,196
813,197
754,198
804,198
813,198
802,199
813,199
804,200
813,200
813,201
802,202
803,202
813,202
754,203
750,203
946,203
946,204
754,205
762,205
750,206
785,206
762,206
752,206
737,206
786,206
748,206
750,207
762,207
752,207
754,208
742,208
738,208
750,208
767,208
762,208
741,208
739,208
786,208
748,208
762,209
785,210
762,210
918,210
921,210
925,210
926,210
745,211
762,211
752,211
786,211
748,211
773,212
754,212
742,212
747,212
738,212
767,212
762,212
741,212
739,212
786,212
748,212
773,213
754,213
742,213
750,213
767,213
762,213
741,213
739,213
786,213
748,213
762,214
737,214
767,215
762,215
919,215
921,215
762,216
752,216
786,216
972,216
748,216
776,217
858,217
748,217
776,218
854,218
831,219
776,219
748,219
858,220
743,220
785,220
875,220
879,220
880,220
792,220
762,220
890,220
760,220
895,220
896,220
897,220
898,220
899,220
786,220
971,220
748,220
760,221
776,222
961,222
776,223
902,223
748,223
785,224
903,225
904,225
905,225
858,226
956,227
776,228
748,228
756,229
757,229
776,229
952,229
776,230
850,230
858,230
760,230
785,231
760,231
786,231
748,231
831,232
776,233
850,233
858,233
859,233
792,233
760,233
901,233
748,233
792,234
776,235
